league,season,team,player,nation,position,age,born_year,90s,passes_attempted,play_passes,fk_passes,free_kicks_passes,through_ball_passes,switches_passes,crosses_passes,throw_ins_passes,corner_kicks_passes,inswinging_corner_kicks,outswinging_corner_kicks,straight_corner_kicks,passes_completed,passes_offside,passes_blocked_by_rival
La Liga,2425,Espanyol,Justin Smith,CAN,MF,22,2003.0,2.3,61,58,2,2,0,0,1,0,0,0,0,0,40,1,1
La Liga,2425,Espanyol,Leandro Cabrera,URU,DF,33,1991.0,30.9,1391,1224,156,57,1,15,16,12,0,0,0,0,1041,11,13
La Liga,2425,Espanyol,Marash Kumbulla,ALB,DF,25,2000.0,33.0,1407,1350,52,34,0,7,6,2,0,0,0,0,1189,5,8
La Liga,2425,Espanyol,Naci Ünüvar,NED,"MF,DF",21,2003.0,0.3,18,18,0,0,0,0,2,0,0,0,0,0,13,0,2
La Liga,2425,Espanyol,Omar El Hilali,MAR,DF,21,2003.0,34.0,1512,1172,337,60,1,16,51,277,0,0,0,0,1197,3,25
La Liga,2425,Espanyol,Pere Milla,ESP,"MF,FW",32,1992.0,4.6,150,132,17,6,4,2,11,5,5,2,3,0,91,1,11
La Liga,2425,Espanyol,Pol Lozano,ESP,MF,25,1999.0,21.1,809,759,47,32,4,8,19,5,10,2,5,0,679,3,14
La Liga,2425,Espanyol,Rafael Bauza,ESP,MF,20,2005.0,2.0,54,52,2,2,1,1,0,0,0,0,0,0,46,0,1
La Liga,2425,Espanyol,Roberto Férnandez,ESP,FW,22,2002.0,15.8,250,228,22,0,2,0,2,0,0,0,0,0,178,0,12
La Liga,2425,Espanyol,Roger Hinojo,ESP,DF,20,2005.0,0.1,10,9,1,0,0,0,2,1,0,0,0,0,5,0,1
La Liga,2425,Espanyol,Sergi Gómez,ESP,DF,33,1992.0,7.2,348,336,12,10,0,0,1,0,0,0,0,0,309,0,1
La Liga,2425,Espanyol,Urko González,ESP,MF,24,2001.0,14.4,401,395,5,3,2,1,3,1,1,0,1,0,312,1,14
La Liga,2425,Espanyol,Walid Cheddira,MAR,FW,27,1998.0,7.1,103,94,9,0,0,0,2,0,0,0,0,0,73,0,3
La Liga,2425,Espanyol,Álvaro Aguado,ESP,MF,29,1996.0,4.8,242,224,17,10,1,3,12,3,3,1,1,0,188,1,5
La Liga,2425,Espanyol,Álvaro Tejero,ESP,"MF,DF",28,1996.0,13.8,626,472,152,35,1,4,113,64,53,15,28,1,453,2,15
La Liga,2425,Getafe,Abdoulaye Keita,ESP,"FW,MF",22,2002.0,1.1,27,26,1,0,0,1,1,1,0,0,0,0,15,0,1
La Liga,2425,Getafe,Alberto Risco,ESP,"MF,FW",19,2005.0,0.8,34,33,0,0,0,0,4,0,0,0,0,0,25,1,1
La Liga,2425,Getafe,Alex Sola,ESP,"MF,FW",25,1999.0,11.4,242,238,2,1,0,2,18,1,0,0,0,0,155,2,10
La Liga,2425,Getafe,Allan Nyom,CMR,"DF,MF",37,1988.0,8.9,322,251,70,6,0,0,15,64,0,0,0,0,256,1,1
La Liga,2425,Getafe,Bertuğ Yıldırım,TUR,FW,22,2002.0,11.9,185,175,9,0,0,0,7,0,0,0,0,0,100,1,4
La Liga,2425,Getafe,Borja Mayoral,ESP,FW,28,1997.0,11.5,234,208,24,1,0,5,9,3,0,0,0,0,180,2,7
La Liga,2425,Getafe,Carles Aleñá,ESP,"MF,FW",27,1998.0,5.0,117,105,12,6,0,0,6,1,1,1,0,0,93,0,1
La Liga,2425,Getafe,Carles Pérez,ESP,"MF,FW",27,1998.0,15.9,336,317,17,9,2,0,42,1,7,4,1,0,226,2,11
La Liga,2425,Getafe,Christantus Uche,NGA,"FW,MF",22,2003.0,26.7,573,560,10,0,1,2,22,0,0,0,0,0,374,3,23
La Liga,2425,Getafe,Coba da Costa,ESP,"MF,FW",22,2002.0,11.1,301,297,3,0,3,0,41,2,1,0,0,0,194,1,12
La Liga,2425,Getafe,David Argüelles,ESP,MF,23,2002.0,0.1,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
La Liga,2425,Getafe,David Soria,ESP,GK,32,1993.0,37.0,996,540,451,155,0,4,0,0,0,0,0,0,498,5,0
La Liga,2425,Getafe,Diego Rico,ESP,DF,32,1993.0,30.3,1518,1063,444,43,0,9,144,390,11,0,11,0,1026,11,42
La Liga,2425,Getafe,Djené,TOG,"DF,MF",33,1991.0,27.3,889,780,105,17,0,4,32,88,0,0,0,0,671,4,8
La Liga,2425,Getafe,Domingos Duarte,POR,DF,30,1995.0,19.7,602,571,29,27,0,6,0,2,0,0,0,0,470,2,0
La Liga,2425,Getafe,Gorka Rivera Alonso,ESP,"DF,MF",20,2004.0,0.2,11,6,5,0,0,0,0,5,0,0,0,0,5,0,0
La Liga,2425,Getafe,Iglesias,ESP,DF,26,1998.0,31.1,1168,814,345,25,0,13,83,320,0,0,0,0,662,9,41
La Liga,2425,Getafe,Ismael Bekhoucha,MAR,"MF,DF",20,2004.0,0.4,11,9,1,0,0,0,1,1,0,0,0,0,6,1,0
La Liga,2425,Getafe,Jesús Santiago,ESP,MF,20,2004.0,3.6,115,113,2,0,0,0,2,2,0,0,0,0,80,0,3
La Liga,2425,Getafe,John Joe,IRL,"MF,FW",21,2003.0,0.5,20,20,0,0,0,0,0,0,0,0,0,0,16,0,1
La Liga,2425,Getafe,Juan Bernat,ESP,"MF,DF",32,1993.0,7.8,198,182,14,0,0,0,13,14,0,0,0,0,142,2,14
La Liga,2425,Getafe,Juan Berrocal,ESP,DF,26,1999.0,11.3,355,336,19,17,0,3,0,0,0,0,0,0,266,0,1
La Liga,2425,Getafe,Juanmi,ESP,"FW,MF",32,1993.0,7.4,136,130,6,0,0,0,0,3,0,0,0,0,104,0,10
La Liga,2425,Getafe,Luis Milla,ESP,MF,30,1994.0,31.9,1536,1220,304,171,4,23,201,1,113,45,49,1,1129,12,17
La Liga,2425,Getafe,Mauro Arambarri,URU,MF,29,1995.0,28.9,783,758,21,13,2,8,14,0,1,1,0,0,572,4,13
La Liga,2425,Getafe,Nabil Aberdin,FRA,MF,22,2002.0,2.9,61,58,2,2,0,1,0,0,0,0,0,0,36,1,3
La Liga,2425,Getafe,Omar Alderete,PAR,DF,28,1996.0,33.0,1106,1026,67,61,3,29,6,0,0,0,0,0,724,13,14
La Liga,2425,Getafe,Peter González,DOM,"MF,FW",22,2002.0,5.3,131,117,12,2,0,0,14,9,0,0,0,0,86,2,6
La Liga,2425,Getafe,Ramón Terrats,ESP,"MF,FW",24,2000.0,12.9,331,300,28,13,4,3,32,4,11,3,7,0,218,3,9
La Liga,2425,Getafe,Álvaro Rodríguez,URU,FW,20,2004.0,9.5,239,233,1,0,2,1,5,0,0,0,0,0,110,5,2
La Liga,2425,Girona,Abel Ruiz,ESP,FW,25,2000.0,14.8,267,234,32,0,1,1,4,2,0,0,0,0,235,1,5
La Liga,2425,Girona,Alejandro Francés,ESP,DF,22,2002.0,12.3,764,646,116,20,1,8,25,96,0,0,0,0,645,2,19
La Liga,2425,Girona,Arnau Martinez,ESP,"DF,MF",22,2003.0,28.2,1802,1546,249,42,6,5,56,206,1,0,1,0,1554,7,34
La Liga,2425,Girona,Arnaut Danjuma,NED,"FW,MF",28,1997.0,14.8,438,391,44,2,1,2,76,6,30,21,6,0,318,3,23
La Liga,2425,Girona,Arthur Melo,BRA,MF,28,1996.0,9.7,679,658,19,15,0,0,6,3,1,1,0,0,628,2,7
La Liga,2425,Girona,Bojan Miovski,MKD,FW,25,1999.0,9.7,113,94,18,0,0,0,3,0,0,0,0,0,86,1,4
La Liga,2425,Girona,Bryan Gil,ESP,"FW,MF",24,2001.0,19.1,759,731,23,1,0,0,78,8,14,6,6,0,621,5,23
La Liga,2425,Girona,Cristhian Stuani,URU,FW,38,1986.0,11.0,139,121,18,0,0,0,2,1,0,0,0,0,98,0,2
La Liga,2425,Girona,Daley Blind,NED,DF,35,1990.0,29.9,2550,2348,192,63,4,32,41,115,1,0,0,0,2261,10,27
La Liga,2425,Girona,David López,ESP,DF,35,1989.0,27.0,2041,1946,92,64,0,16,3,9,0,0,0,0,1879,3,8
La Liga,2425,Girona,Donny van de Beek,NED,MF,28,1997.0,15.8,447,438,9,0,2,2,11,0,0,0,0,0,365,0,13
La Liga,2425,Girona,Ferrán Ruiz,ESP,MF,22,2003.0,0.2,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0
La Liga,2425,Girona,Gabriel Osei Misehouy,NED,"FW,MF",19,2005.0,2.9,103,97,6,1,0,0,6,2,3,2,1,0,90,0,0
La Liga,2425,Girona,Iker Almena,ESP,"FW,DF",21,2004.0,0.5,32,30,2,0,0,0,4,2,0,0,0,0,23,0,2
La Liga,2425,Girona,Iván Martín,ESP,MF,26,1999.0,22.4,1373,1347,25,16,1,1,21,9,0,0,0,0,1239,1,17
La Liga,2425,Girona,Jhon Solis,COL,MF,20,2004.0,5.9,292,288,2,2,1,0,3,0,0,0,0,0,261,2,1
La Liga,2425,Girona,Juanpe,ESP,DF,34,1991.0,7.8,564,527,36,29,0,11,1,5,0,0,0,0,493,1,5
La Liga,2425,Girona,Kim Minsu,KOR,"MF,FW",19,2006.0,0.2,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
La Liga,2425,Girona,Krapyvtsov Vladyslav,UKR,GK,19,2005.0,1.0,36,31,5,1,0,0,0,0,0,0,0,0,26,0,0
La Liga,2425,Girona,Ladislav Krejčí,CZE,DF,26,1999.0,26.1,2088,1996,90,56,3,8,11,12,0,0,0,0,1880,2,7
La Liga,2425,Girona,Miguel Gutiérrez,ESP,"DF,MF",23,2001.0,27.3,1502,1234,255,40,4,11,153,193,22,2,18,0,1241,13,41
La Liga,2425,Girona,Oriol Romeu,ESP,MF,33,1991.0,14.9,873,862,11,11,2,7,7,0,0,0,0,0,789,0,11
La Liga,2425,Girona,Papa Ba,ESP,MF,20,2004.0,0.5,13,13,0,0,0,0,1,0,0,0,0,0,5,0,3
La Liga,2425,Girona,Pau López,ESP,GK,30,1994.0,0.5,24,16,8,1,0,0,0,0,0,0,0,0,18,0,0
La Liga,2425,Girona,Paulo Gazzaniga,ARG,GK,33,1992.0,35.5,1211,971,235,55,0,1,0,0,0,0,0,0,969,5,1
La Liga,2425,Girona,Portu,ESP,"FW,MF",33,1992.0,8.0,233,214,16,3,1,0,26,1,10,7,2,0,166,3,8
La Liga,2425,Girona,Silvi Clúa,ESP,MF,20,2005.0,1.8,95,91,2,2,0,0,0,0,0,0,0,0,75,2,2
La Liga,2425,Girona,Viktor Tsyhankov,UKR,"FW,MF",27,1997.0,20.3,834,715,115,23,3,1,122,11,80,36,29,1,617,4,20
La Liga,2425,Girona,Yangel Herrera,VEN,MF,27,1998.0,24.3,1042,1020,16,10,2,10,42,3,0,0,0,0,849,6,20
La Liga,2425,Girona,Yaser Asprilla,COL,"FW,MF",21,2003.0,14.6,615,555,54,15,6,9,87,9,23,16,3,0,447,6,23
La Liga,2425,Las Palmas,Aboubacar Bassinga,CIV,MF,19,2005.0,0.0,4,4,0,0,1,0,0,0,0,0,0,0,2,0,0
La Liga,2425,Las Palmas,Adnan Januzaj,BEL,"FW,MF",30,1995.0,6.1,307,253,54,12,6,5,59,10,27,15,5,0,212,0,18
La Liga,2425,Las Palmas,Alberto Moleiro,ESP,"FW,MF",21,2003.0,30.2,1039,1006,30,11,9,1,32,11,2,0,1,0,845,3,24
La Liga,2425,Las Palmas,Andy Pelmard,FRA,DF,25,2000.0,2.3,115,97,18,3,0,0,2,15,0,0,0,0,98,0,3
La Liga,2425,Las Palmas,Benito Ramírez,ESP,"DF,MF",29,1995.0,4.8,310,263,46,7,0,0,37,34,5,0,4,0,247,1,13
La Liga,2425,Las Palmas,Daley Sinkgraven,NED,DF,29,1995.0,1.0,66,59,7,2,0,0,4,5,0,0,0,0,50,0,1
La Liga,2425,Las Palmas,Dario Essugo,POR,MF,20,2005.0,20.8,905,888,15,12,4,9,1,1,0,0,0,0,769,2,7
La Liga,2425,Las Palmas,Diego Martín,ESP,FW,21,2003.0,0.1,8,8,0,0,0,0,3,0,0,0,0,0,3,0,1
La Liga,2425,Las Palmas,Dinko Horkaš,CRO,GK,26,1999.0,11.1,489,413,73,28,0,2,0,0,0,0,0,0,370,3,0
La Liga,2425,Las Palmas,Enzo Loiodice,FRA,MF,24,2000.0,6.6,383,370,13,5,0,2,10,1,7,3,1,1,323,0,10
La Liga,2425,Las Palmas,Fabio González,ESP,MF,28,1997.0,0.6,53,53,0,0,0,1,1,0,0,0,0,0,43,0,3
La Liga,2425,Las Palmas,Fábio Silva,POR,FW,22,2002.0,20.7,466,421,44,1,3,3,21,5,0,0,0,0,309,1,24
La Liga,2425,Las Palmas,Jaime Mata,ESP,"FW,MF",36,1988.0,6.4,165,160,4,0,0,0,9,1,0,0,0,0,111,1,5
La Liga,2425,Las Palmas,Jasper Cillessen,NED,GK,36,1989.0,25.9,1002,727,272,93,0,0,0,0,0,0,0,0,683,3,0
La Liga,2425,Las Palmas,Javier Muñoz,ESP,"MF,DF",30,1995.0,28.8,1178,1090,85,22,3,18,51,49,3,0,1,1,918,3,29
La Liga,2425,Las Palmas,José Campaña,ESP,MF,31,1993.0,13.2,834,749,82,55,4,12,34,4,23,9,10,0,703,3,8
La Liga,2425,Las Palmas,Juan Herzog,ESP,DF,22,2003.0,13.7,615,568,45,20,0,3,0,6,0,0,0,0,529,2,3
La Liga,2425,Las Palmas,Kirian Rodríguez,ESP,MF,29,1996.0,19.5,1204,1154,43,34,8,4,18,2,6,2,3,0,1026,7,15
La Liga,2425,Las Palmas,Manuel Fuster,ESP,"FW,MF",27,1997.0,10.1,570,511,55,24,3,8,64,11,19,7,8,1,434,4,15
La Liga,2425,Las Palmas,Marc Cardona,ESP,"FW,DF",29,1995.0,1.5,48,45,3,0,1,1,1,0,1,0,0,0,38,0,2
La Liga,2425,Las Palmas,Marvin,ESP,"DF,FW",24,2000.0,10.5,444,373,71,13,0,0,51,58,0,0,0,0,321,0,19
La Liga,2425,Las Palmas,Mika Mármol,ESP,DF,23,2001.0,25.7,1431,1214,213,28,0,7,56,180,0,0,0,0,1063,4,24
La Liga,2425,Las Palmas,Oliver McBurnie,SCO,FW,28,1996.0,20.3,414,381,31,1,0,0,2,5,0,0,0,0,273,2,5
La Liga,2425,Las Palmas,Pejiño,ESP,FW,28,1996.0,0.2,7,7,0,0,0,0,1,0,0,0,0,0,6,0,0
La Liga,2425,Las Palmas,Sandro Ramírez,ESP,"FW,MF",29,1995.0,22.6,682,580,94,26,3,3,122,8,60,17,36,0,438,8,26
La Liga,2425,Las Palmas,Scott McKenna,SCO,DF,28,1996.0,26.4,1416,1357,57,35,0,5,2,5,0,0,0,0,1229,2,5
La Liga,2425,Las Palmas,Sergio Viera,ESP,MF,20,2005.0,0.4,25,25,0,0,0,1,0,0,0,0,0,0,20,0,1
La Liga,2425,Las Palmas,Stefan Bajcetic,ESP,"MF,DF",20,2004.0,10.8,418,397,18,14,0,9,4,2,1,1,0,0,300,3,8
La Liga,2425,Las Palmas,Valentín Pezzolesi,ESP,DF,18,2007.0,0.1,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0
La Liga,2425,Las Palmas,Viti,ESP,DF,27,1997.0,22.0,934,722,209,16,1,3,45,193,0,0,0,0,757,3,18
La Liga,2425,Las Palmas,Álex Muñoz,ESP,DF,30,1994.0,15.7,775,635,139,12,0,2,27,119,0,0,0,0,618,1,13
La Liga,2425,Las Palmas,Álex Suárez,ESP,DF,32,1993.0,27.3,1357,1210,146,71,1,9,1,34,0,0,0,0,1165,1,13
La Liga,2425,Leganés,Adrià Altimira,ESP,"DF,FW",24,2001.0,17.1,561,468,91,4,2,3,26,87,0,0,0,0,437,2,10
La Liga,2425,Leganés,Aritz Arambarri,ESP,DF,27,1998.0,2.0,67,65,2,2,0,1,0,0,0,0,0,0,49,0,1
La Liga,2425,Leganés,Borna Barišić,CRO,DF,32,1992.0,0.1,4,2,1,0,0,0,0,1,0,0,0,0,3,1,0
La Liga,2425,Leganés,Dani Raba,ESP,"FW,MF",29,1995.0,20.1,608,471,128,51,15,3,85,6,44,14,22,0,403,9,14
La Liga,2425,Leganés,Darko Brašanac,SRB,MF,33,1992.0,17.8,495,475,19,1,1,1,11,3,0,0,0,0,373,1,20
La Liga,2425,Leganés,Diego,ESP,FW,25,2000.0,13.0,188,172,13,0,0,1,4,1,0,0,0,0,119,3,6
La Liga,2425,Leganés,Duk,CPV,"MF,FW",25,2000.0,1.7,44,40,4,0,0,0,8,4,0,0,0,0,27,0,5
La Liga,2425,Leganés,Enric Franquesa,ESP,"DF,FW",28,1997.0,6.8,225,179,43,0,0,0,16,43,0,0,0,0,158,3,9
La Liga,2425,Leganés,Javi Hernández,ESP,DF,27,1998.0,25.5,1002,786,213,35,1,4,51,175,3,0,0,0,750,3,21
La Liga,2425,Leganés,Jorge Sáenz,ESP,DF,28,1996.0,17.8,841,810,30,25,0,7,0,2,0,0,0,0,701,1,2
La Liga,2425,Leganés,Juan Cruz,ESP,"FW,MF",25,2000.0,24.1,688,590,91,16,9,2,90,57,17,10,4,0,465,7,27
La Liga,2425,Leganés,Juan Soriano,ESP,GK,27,1997.0,6.0,185,108,77,23,0,0,0,0,0,0,0,0,98,0,0
La Liga,2425,Leganés,Julián Chicco,ARG,"MF,DF",27,1998.0,3.3,139,131,8,2,0,1,3,6,0,0,0,0,110,0,1
La Liga,2425,Leganés,Marko Dmitrović,SRB,GK,33,1992.0,31.0,1019,593,420,120,0,1,0,1,0,0,0,0,447,6,0
La Liga,2425,Leganés,Matija Nastasić,SRB,DF,32,1993.0,23.4,852,814,35,31,0,2,0,2,0,0,0,0,704,3,4
La Liga,2425,Leganés,Miguel,ESP,FW,25,1999.0,19.0,231,213,15,0,4,1,8,2,0,0,0,0,134,3,12
La Liga,2425,Leganés,Munir El Haddadi,MAR,"FW,MF",29,1995.0,8.9,241,224,14,5,1,0,13,3,2,0,1,0,177,3,5
La Liga,2425,Leganés,Renato Tapia,PER,"MF,DF",29,1995.0,26.0,1018,967,48,35,4,20,12,13,0,0,0,0,791,3,23
La Liga,2425,Leganés,Roberto López,ESP,MF,25,2000.0,4.4,208,176,28,13,0,3,24,1,12,7,3,0,152,4,6
La Liga,2425,Leganés,Sergi,ESP,DF,33,1992.0,31.9,1466,1406,53,51,0,7,1,1,0,0,0,0,1222,7,8
La Liga,2425,Leganés,Seydouba Cissé,GUI,MF,24,2001.0,26.2,1109,1076,29,12,2,10,10,7,3,1,0,0,934,4,12
La Liga,2425,Leganés,Sébastien Haller,CIV,FW,30,1994.0,4.5,90,85,5,0,2,0,0,0,0,0,0,0,54,0,1
La Liga,2425,Leganés,Valentin Rosier,FRA,DF,28,1996.0,28.8,1206,977,224,17,0,2,39,207,0,0,0,0,956,5,27
La Liga,2425,Leganés,Yan Diomandé,CIV,"MF,FW",18,2006.0,5.4,171,160,11,1,1,0,11,10,0,0,0,0,140,0,5
La Liga,2425,Leganés,Yvan Neyou,CMR,MF,28,1997.0,25.7,1127,1097,21,20,2,9,15,1,0,0,0,0,974,9,13
La Liga,2425,Leganés,Óscar Rodríguez Arnaiz,ESP,"MF,FW",26,1998.0,14.8,555,490,60,22,4,13,55,4,29,12,15,0,400,5,13
La Liga,2425,Mallorca,Abdón Prats,ESP,"FW,MF",32,1992.0,5.1,87,82,5,0,0,0,0,0,0,0,0,0,58,0,1
La Liga,2425,Mallorca,Antonio Raillo,ESP,DF,33,1991.0,34.6,1718,1565,151,65,1,4,3,2,0,0,0,0,1520,2,9
La Liga,2425,Mallorca,Antonio Sánchez,ESP,"MF,DF",28,1997.0,14.7,522,480,38,4,1,2,31,28,3,0,2,0,380,4,13
La Liga,2425,Mallorca,Chiquinho,POR,"MF,FW",25,2000.0,1.6,34,25,9,3,1,0,9,2,4,1,3,0,22,0,1
La Liga,2425,Mallorca,Copete,ESP,DF,25,1999.0,17.0,767,717,49,28,2,0,7,0,0,0,0,0,639,1,5
La Liga,2425,Mallorca,Cyle Larin,CAN,FW,30,1995.0,19.3,312,304,7,0,0,0,6,2,0,0,0,0,211,1,11
La Liga,2425,Mallorca,Dani Rodríguez,ESP,"MF,FW",36,1988.0,23.8,713,606,103,28,8,8,116,4,57,27,28,0,496,4,17
La Liga,2425,Mallorca,Daniel Luna,COL,MF,22,2003.0,0.2,13,11,2,0,0,0,3,1,1,1,0,0,8,0,0
La Liga,2425,Mallorca,David López,ESP,DF,22,2003.0,0.9,35,34,0,0,0,0,0,0,0,0,0,0,31,1,1
La Liga,2425,Mallorca,Dominik Greif,SVK,GK,28,1997.0,30.0,1013,726,281,97,0,2,0,0,0,0,0,0,716,6,0
La Liga,2425,Mallorca,Jan Salas,ESP,MF,19,2005.0,0.3,16,16,0,0,0,0,0,0,0,0,0,0,13,0,0
La Liga,2425,Mallorca,Javier Llabrés,ESP,FW,22,2002.0,0.6,24,24,0,0,0,0,4,0,0,0,0,0,20,0,0
La Liga,2425,Mallorca,Johan Mojica,COL,DF,32,1992.0,30.5,1629,1290,327,28,2,9,142,298,1,0,1,0,1207,12,51
La Liga,2425,Mallorca,Leo Román,ESP,GK,24,2000.0,7.0,240,167,73,21,0,0,0,0,0,0,0,0,137,0,0
La Liga,2425,Mallorca,Manu Morlanes,ESP,MF,26,1999.0,14.6,695,669,24,19,2,5,8,3,1,0,1,0,619,2,3
La Liga,2425,Mallorca,Marc Domenech,ESP,"FW,MF",19,2006.0,2.6,41,41,0,0,0,0,4,0,0,0,0,0,28,0,1
La Liga,2425,Mallorca,Martin Valjent,SVK,DF,29,1995.0,30.7,1391,1294,92,42,1,4,11,49,0,0,0,0,1195,5,13
La Liga,2425,Mallorca,Mateu Morey,ESP,DF,25,2000.0,7.2,343,296,46,2,1,0,16,44,0,0,0,0,270,1,8
La Liga,2425,Mallorca,Omar Mascarell,EQG,MF,32,1993.0,21.4,929,911,14,14,0,8,5,0,0,0,0,0,783,4,10
La Liga,2425,Mallorca,Pablo Maffeo,ESP,DF,27,1997.0,26.3,1039,804,226,10,4,2,96,216,0,0,0,0,736,9,33
La Liga,2425,Mallorca,Roberto Navarro,ESP,"MF,FW",23,2002.0,14.2,473,451,17,5,5,0,29,5,7,2,2,0,357,5,13
La Liga,2425,Mallorca,Samu Costa,POR,MF,24,2000.0,28.4,1384,1350,30,23,4,18,20,7,0,0,0,0,1115,4,33
La Liga,2425,Mallorca,Sergi Darder,ESP,"MF,FW",31,1993.0,29.5,1249,1045,196,68,8,23,158,16,69,26,35,3,946,8,24
La Liga,2425,Mallorca,Siebe Van Der Heyden,BEL,"DF,MF",26,1998.0,1.1,73,65,8,0,0,1,2,8,0,0,0,0,65,0,0
La Liga,2425,Mallorca,Takuma Asano,JPN,"FW,MF",30,1994.0,11.7,219,217,2,1,0,3,20,0,0,0,0,0,148,0,13
La Liga,2425,Mallorca,Toni Lato,ESP,DF,27,1997.0,6.0,275,222,51,1,0,0,21,50,0,0,0,0,205,2,5
La Liga,2425,Mallorca,Valery Fernández,ESP,"MF,FW",25,1999.0,3.4,99,97,2,0,0,0,3,2,0,0,0,0,88,0,1
La Liga,2425,Mallorca,Vedat Muriqi,KVX,FW,31,1994.0,22.2,473,461,8,0,3,2,10,0,0,0,0,0,287,4,19
La Liga,2425,Osasuna,Abel,ESP,DF,24,2000.0,22.7,1040,821,215,13,3,2,83,202,0,0,0,0,752,4,46
La Liga,2425,Osasuna,Aimar Oroz,ESP,MF,23,2001.0,32.0,1089,1041,41,9,9,6,26,6,4,1,1,0,891,7,28
La Liga,2425,Osasuna,Aitor Fernández,ESP,GK,34,1991.0,1.0,45,27,18,7,0,0,0,0,0,0,0,0,29,0,0
La Liga,2425,Osasuna,Ante Budimir,CRO,FW,33,1991.0,31.8,415,388,24,1,1,0,6,1,0,0,0,0,234,3,9
La Liga,2425,Osasuna,Bryan Zaragoza,ESP,"FW,MF",24,2001.0,19.5,523,458,62,16,4,5,98,14,26,9,5,0,336,3,19
La Liga,2425,Osasuna,Catena,ESP,DF,30,1994.0,33.2,1470,1355,110,99,1,17,2,2,0,0,0,0,1230,5,7
La Liga,2425,Osasuna,Enzo Boyomo,CMR,DF,23,2001.0,32.2,1356,1284,70,47,3,6,2,17,0,0,0,0,1180,2,9
La Liga,2425,Osasuna,Iker Benito,ESP,"FW,MF",22,2002.0,0.4,13,13,0,0,0,0,2,0,0,0,0,0,9,0,0
La Liga,2425,Osasuna,Iker Muñoz,ESP,MF,22,2002.0,6.3,283,279,4,2,1,0,6,1,0,0,0,0,221,0,8
La Liga,2425,Osasuna,Javi Martínez,ESP,MF,25,1999.0,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0
La Liga,2425,Osasuna,Jesús Areso,ESP,DF,25,1999.0,33.2,1524,1165,355,3,0,4,164,351,1,0,0,0,1104,4,63
La Liga,2425,Osasuna,Jon Moncayola,ESP,MF,27,1998.0,23.3,992,887,100,40,1,9,107,5,47,14,19,0,738,5,21
La Liga,2425,Osasuna,Jorge Herrando,ESP,DF,24,2001.0,15.2,732,694,36,22,0,6,2,8,0,0,0,0,625,2,5
La Liga,2425,Osasuna,José Arnaiz,ESP,"MF,FW",30,1995.0,1.4,66,56,10,3,0,1,15,1,6,4,1,0,43,0,5
La Liga,2425,Osasuna,Juan Cruz Armada,ESP,DF,32,1992.0,15.9,630,478,151,19,0,1,10,132,0,0,0,0,490,1,9
La Liga,2425,Osasuna,Kike Barja,ESP,"FW,MF",28,1997.0,3.5,114,99,13,2,0,1,37,3,8,0,7,0,74,2,8
La Liga,2425,Osasuna,Lucas Torró,ESP,MF,30,1994.0,32.4,1349,1322,21,21,1,27,1,0,0,0,0,0,1017,6,10
La Liga,2425,Osasuna,Moi Gómez,ESP,"MF,FW",30,1994.0,8.8,494,480,13,7,0,9,28,1,2,1,1,0,398,1,16
La Liga,2425,Osasuna,Nacho Vidal,ESP,DF,30,1995.0,1.4,49,37,12,0,0,0,2,12,0,0,0,0,37,0,2
La Liga,2425,Osasuna,Pablo Ibáñez,ESP,MF,26,1998.0,13.7,493,475,13,4,2,5,12,3,1,0,0,0,371,5,13
La Liga,2425,Osasuna,Raúl,ESP,"FW,MF",24,2000.0,8.0,161,148,11,0,0,1,6,1,0,0,0,0,110,2,7
La Liga,2425,Osasuna,Rubén García,ESP,"FW,MF",31,1993.0,25.8,1161,1026,128,40,1,24,128,10,67,29,14,2,862,7,36
La Liga,2425,Osasuna,Rubén Peña,ESP,"FW,DF",33,1991.0,8.6,309,275,33,2,0,1,52,27,4,2,1,0,183,1,19
La Liga,2425,Osasuna,Sergio Herrera,ESP,GK,31,1993.0,36.0,1214,831,379,111,0,3,0,0,0,0,0,0,848,4,0
La Liga,2425,Osasuna,Unai García,ESP,DF,33,1992.0,0.7,37,35,2,2,0,1,0,0,0,0,0,0,35,0,0
La Liga,2425,Rayo Vallecano,Abdul Mumin,GHA,DF,26,1998.0,22.4,1085,1017,65,25,0,8,6,1,0,0,0,0,900,3,4
La Liga,2425,Rayo Vallecano,Adri Embarba,ESP,"FW,MF",33,1992.0,17.8,595,523,69,20,4,2,114,11,35,20,9,0,381,3,27
La Liga,2425,Rayo Vallecano,Alfonso Espino,URU,DF,33,1992.0,9.3,491,403,84,9,0,0,24,75,0,0,0,0,365,4,12
La Liga,2425,Rayo Vallecano,Andrei Ratiu,ROU,DF,26,1998.0,33.1,1711,1405,298,9,3,2,75,289,0,0,0,0,1396,8,52
La Liga,2425,Rayo Vallecano,Aridane Hernández,ESP,DF,36,1989.0,10.4,465,430,34,11,0,5,0,0,0,0,0,0,406,1,2
La Liga,2425,Rayo Vallecano,Augusto Batalla,ARG,GK,29,1996.0,31.0,1138,848,286,105,0,2,0,0,0,0,0,0,756,4,3
