league,season,team,player,nation,position,age,born_year,90s,touches,touches_def_penalty_area,touches_def_third,touches_mid_third,touches_ofe_third,touches_ofe_penalty_area,touches_live,take_ons_attempted,take_ons_successful,perc_take_ons,times_tackled_during_take_ons,perc_tackles,carries,carries_distance,progressive_carries_distance,progressive_carries,carries_into_ofe_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
Premier League,2425,Fulham,Issa Diop,FRA,DF,28,1997.0,14.9,903,125,498,381,26,13,903,2,1,50.0,1,50.0,533,2426,1216,6,2,0,9,2,617,3
Premier League,2425,Fulham,Jay Stansfield,ENG,MF,22,2002.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28,1996.0,27.7,2248,315,1165,993,102,22,2248,6,4,66.7,0,0.0,1308,6377,3383,16,14,1,6,3,1553,2
Premier League,2425,Fulham,Jorge Cuenca,ESP,DF,25,1999.0,2.9,153,23,89,59,6,1,153,2,2,100.0,0,0.0,66,236,116,0,1,0,1,0,93,0
Premier League,2425,Fulham,Joshua King,ENG,MF,18,2007.0,1.3,77,2,11,25,43,8,77,7,4,57.1,3,42.9,38,299,124,3,4,0,1,4,53,15
Premier League,2425,Fulham,Kenny Tete,NED,DF,29,1995.0,18.7,1147,70,368,467,322,36,1147,20,9,45.0,6,30.0,592,2754,1299,34,21,7,17,10,668,53
Premier League,2425,Fulham,Martial Godo,ENG,"FW,DF",22,2003.0,0.3,25,0,1,7,17,7,25,4,1,25.0,3,75.0,18,155,87,2,0,2,0,0,15,6
Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,34,1991.0,26.7,973,32,114,417,458,163,970,48,20,41.7,25,52.1,539,2495,1090,35,24,17,71,45,718,124
Premier League,2425,Fulham,Reiss Nelson,ENG,FW,25,1999.0,5.4,347,5,30,110,212,35,347,35,13,37.1,13,37.1,259,1956,960,45,25,21,14,8,274,63
Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,24,2001.0,10.7,311,14,27,161,127,55,311,18,6,33.3,9,50.0,157,651,187,6,4,3,47,24,237,31
Premier League,2425,Fulham,Ryan Sessegnon,ENG,"FW,DF",25,2000.0,6.3,351,15,88,127,141,42,351,19,6,31.6,10,52.6,173,959,498,15,13,9,19,7,201,56
Premier League,2425,Fulham,Sander Berge,NOR,MF,27,1998.0,24.7,1374,80,373,792,215,13,1374,20,11,55.0,6,30.0,802,4465,2063,29,25,2,15,16,889,9
Premier League,2425,Fulham,Saša Lukić,SRB,MF,28,1996.0,25.1,1442,51,310,818,327,20,1442,17,8,47.1,5,29.4,801,4271,2137,39,40,4,23,8,925,31
Premier League,2425,Fulham,Timothy Castagne,BEL,DF,29,1995.0,18.3,1164,92,449,462,259,32,1164,12,5,41.7,5,41.7,547,2191,1044,17,15,2,15,5,665,67
Premier League,2425,Fulham,Tom Cairney,SCO,MF,34,1991.0,6.2,629,8,96,324,219,16,629,12,4,33.3,4,33.3,418,2021,986,17,17,4,6,4,511,33
Premier League,2425,Fulham,Willian,BRA,"FW,MF",36,1988.0,2.9,231,1,18,83,134,7,231,7,1,14.3,4,57.1,148,1005,503,11,10,2,3,1,183,33
Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,28,1996.0,13.0,470,396,461,10,0,0,470,0,0,0.0,0,0.0,210,1205,750,0,0,0,2,0,170,0
Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,23,2002.0,1.5,53,2,6,20,30,9,53,7,4,57.1,3,42.9,29,187,111,4,3,4,7,4,36,14
Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,26,1998.0,18.0,689,559,672,18,0,0,689,0,0,0.0,0,0.0,405,2088,1178,0,0,0,3,1,321,0
Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,27,1997.0,18.0,905,95,386,396,130,6,905,10,4,40.0,6,60.0,367,1608,780,9,7,1,11,1,473,11
Premier League,2425,Ipswich Town,Ben Godfrey,ENG,DF,27,1998.0,1.8,68,6,26,33,9,1,68,0,0,0.0,0,0.0,33,202,79,2,2,0,2,1,42,1
Premier League,2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",25,2000.0,15.0,626,60,246,220,163,12,626,24,8,33.3,14,58.3,259,1503,585,16,12,3,23,17,292,33
Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,29,1995.0,17.1,982,248,609,327,48,24,982,0,0,0.0,0,0.0,430,1965,1002,2,4,0,3,0,573,4
Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,28,1997.0,2.6,70,3,11,19,40,6,70,7,1,14.3,3,42.9,41,330,139,7,2,2,4,2,43,15
Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,29,1995.0,6.0,242,224,241,1,0,0,242,0,0,0.0,0,0.0,122,572,305,0,0,0,0,0,117,0
Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",28,1997.0,8.8,350,7,67,170,118,14,350,8,4,50.0,4,50.0,157,802,407,11,7,0,12,4,235,20
Premier League,2425,Ipswich Town,Conor Townsend,ENG,DF,32,1993.0,3.7,172,28,87,50,38,5,172,0,0,0.0,0,0.0,53,278,136,2,2,0,2,2,75,13
Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,26,1999.0,33.7,1965,385,1143,703,125,51,1965,2,1,50.0,1,50.0,869,3941,2017,3,2,0,11,4,1133,8
Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,27,1997.0,0.0,3,1,3,0,0,0,3,0,0,0.0,0,0.0,1,2,0,0,0,0,0,0,1,0
Premier League,2425,Ipswich Town,George Hirst,SCO,FW,26,1999.0,6.6,174,12,24,59,93,26,174,5,2,40.0,2,40.0,94,493,210,9,2,6,21,14,149,31
Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,24,2001.0,4.2,268,18,100,122,47,2,268,2,1,50.0,1,50.0,118,555,222,5,7,0,4,2,163,2
Premier League,2425,Ipswich Town,Jack Clarke,ENG,"FW,MF",24,2000.0,12.9,537,24,123,222,208,34,537,47,23,48.9,17,36.2,300,2262,1169,36,21,9,24,19,328,56
Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26,1998.0,9.4,520,32,156,276,99,8,520,11,4,36.4,4,36.4,247,1486,786,11,10,1,10,6,333,22
Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,24,2000.0,23.5,1350,270,723,543,88,20,1350,5,4,80.0,1,20.0,594,2751,1194,10,10,0,10,2,823,9
Premier League,2425,Ipswich Town,Jaden Philogene Bidace,ENG,"FW,DF",23,2002.0,5.3,220,10,53,68,101,18,220,18,5,27.8,11,61.1,127,862,305,13,3,5,11,10,133,36
Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,25,1999.0,20.9,966,60,275,506,200,15,966,50,27,54.0,17,34.0,446,2446,1270,24,22,3,21,15,558,20
Premier League,2425,Ipswich Town,Julio Enciso,PAR,"MF,FW",21,2004.0,9.7,406,5,52,202,167,23,406,66,30,45.5,28,42.4,205,1537,793,23,25,9,24,30,262,44
Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,29,1995.0,13.7,739,61,223,398,122,5,739,12,5,41.7,6,50.0,310,1489,569,4,5,0,25,10,394,4
Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,25,2000.0,29.5,1515,116,526,506,502,39,1515,38,13,34.2,18,47.4,685,3730,2048,51,30,11,37,14,808,130
Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,22,2003.0,28.6,674,29,78,287,331,90,672,86,40,46.5,37,43.0,440,3274,1579,60,46,29,101,58,530,107
Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,26,1998.0,13.2,694,147,407,278,9,3,694,0,0,0.0,0,0.0,368,2118,1249,7,3,0,4,0,442,0
Premier League,2425,Ipswich Town,Marcus Harness,ENG,MF,29,1996.0,0.5,22,4,7,2,13,3,22,1,0,0.0,1,100.0,9,49,14,0,0,0,0,0,9,1
Premier League,2425,Ipswich Town,Massimo Luongo,AUS,MF,32,1992.0,2.2,81,9,33,29,19,1,81,0,0,0.0,0,0.0,43,165,26,0,0,0,2,3,47,1
Premier League,2425,Ipswich Town,Nathan Broadhead,WAL,"MF,FW",27,1998.0,6.9,287,7,39,144,114,20,287,32,16,50.0,14,43.8,156,1099,507,17,14,4,18,13,198,27
Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21,2003.0,27.7,1199,15,194,499,530,85,1199,134,51,38.1,65,48.5,734,5746,2805,89,39,35,78,57,843,151
Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,33,1991.0,29.6,1625,97,481,930,230,6,1625,25,14,56.0,8,32.0,810,4437,1966,19,23,3,17,12,1092,11
Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",29,1995.0,10.9,309,17,80,119,116,33,309,12,4,33.3,6,50.0,174,989,399,16,8,7,24,17,189,46
Premier League,2425,Ipswich Town,Wes Burns,WAL,"FW,DF",30,1994.0,10.3,350,21,69,129,160,18,350,24,9,37.5,14,58.3,216,1458,696,38,13,10,17,13,220,65
Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,21,2004.0,6.4,326,19,73,114,157,26,326,69,29,42.0,28,40.6,217,1869,1055,42,24,15,18,12,216,60
Premier League,2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",21,2004.0,24.2,1268,18,183,655,445,35,1268,60,34,56.7,23,38.3,732,4494,2038,73,45,12,38,38,851,89
Premier League,2425,Leicester City,Bobby De Cordova-Reid,JAM,FW,32,1993.0,8.3,272,15,49,114,109,16,272,10,0,0.0,8,80.0,174,816,389,14,5,6,11,10,188,48
Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,26,1999.0,23.1,1404,68,375,885,158,18,1404,45,27,60.0,14,31.1,826,3790,1970,34,17,4,23,21,985,23
Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23,2001.0,12.5,806,152,451,325,35,10,806,0,0,0.0,0,0.0,468,2318,1106,3,6,0,10,2,484,2
Premier League,2425,Leicester City,Conor Coady,ENG,DF,32,1993.0,18.0,1157,215,654,485,20,8,1157,2,1,50.0,1,50.0,758,3319,1789,3,3,1,4,2,848,0
Premier League,2425,Leicester City,Danny Ward,WAL,GK,31,1993.0,1.5,55,40,55,0,0,0,55,1,0,0.0,1,100.0,44,176,107,0,0,0,0,0,35,0
Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"FW,MF",20,2004.0,16.7,865,26,128,444,306,39,865,82,28,34.1,49,59.8,474,2979,1347,39,26,9,54,39,524,72
Premier League,2425,Leicester City,Hamza Choudhury,BAN,"MF,DF",27,1997.0,1.5,100,4,19,61,20,3,100,4,3,75.0,1,25.0,63,246,130,4,2,2,1,0,71,6
Premier League,2425,Leicester City,Harry Winks,ENG,MF,29,1996.0,17.1,1158,49,275,746,151,1,1158,12,3,25.0,8,66.7,696,3268,1522,19,13,0,13,8,827,11
Premier League,2425,Leicester City,Jake Evans,0,FW,nan,0.0,0.2,5,0,1,3,1,0,5,0,0,0.0,0,0.0,1,1,0,0,0,0,0,1,3,1
Premier League,2425,Leicester City,Jakub Stolarczyk,POL,GK,24,2000.0,9.0,360,275,355,6,0,0,360,0,0,0.0,0,0.0,198,832,511,0,0,0,1,0,202,0
Premier League,2425,Leicester City,James Justin,ENG,DF,27,1998.0,31.4,1894,142,664,864,378,38,1894,30,9,30.0,13,43.3,848,3565,1774,39,27,4,31,15,1057,95
Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,38,1987.0,31.4,586,30,61,272,260,111,584,23,11,47.8,10,43.5,285,1504,717,29,13,16,34,14,382,120
Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,32,1992.0,15.5,1092,196,572,497,28,10,1092,4,4,100.0,0,0.0,672,2932,1458,3,3,0,2,0,757,2
Premier League,2425,Leicester City,Jeremy Monga,0,"FW,MF",nan,0.0,1.0,49,1,9,16,25,5,49,7,2,28.6,3,42.9,36,333,157,6,2,3,5,2,31,10
Premier League,2425,Leicester City,Jordan Ayew,GHA,"FW,MF",33,1991.0,17.2,760,21,100,390,294,50,759,60,24,40.0,30,50.0,456,3126,1402,46,35,10,56,38,510,82
Premier League,2425,Leicester City,Kasey McAteer,IRL,"FW,MF",23,2001.0,8.5,350,20,69,128,159,27,350,22,4,18.2,14,63.6,208,1327,533,18,11,8,17,16,229,69
Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23,2001.0,11.5,736,43,273,354,113,8,736,5,2,40.0,3,60.0,353,1344,531,4,7,2,12,3,413,16
Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24,2000.0,26.5,1147,831,1106,43,0,0,1147,1,1,100.0,0,0.0,734,3625,1904,0,0,0,1,0,625,0
Premier League,2425,Leicester City,Michael Golding,ENG,MF,19,2006.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
Premier League,2425,Leicester City,Odsonne Édouard,FRA,FW,27,1998.0,0.3,20,1,2,7,11,6,20,2,1,50.0,1,50.0,11,25,2,0,0,1,7,2,13,2
Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,24,2000.0,11.8,583,27,134,362,91,8,583,12,7,58.3,5,41.7,336,1360,637,16,7,3,11,7,407,19
Premier League,2425,Leicester City,Patson Daka,ZAM,"FW,MF",26,1998.0,7.4,240,9,42,109,94,28,240,15,2,13.3,10,66.7,135,691,309,10,7,5,19,10,159,34
Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,31,1993.0,4.1,284,17,89,159,37,5,284,9,6,66.7,2,22.2,145,433,175,3,3,2,2,0,162,5
Premier League,2425,Leicester City,Stephy Mavididi,ENG,FW,26,1998.0,17.9,863,23,132,327,421,61,863,95,35,36.8,47,49.5,583,4343,2355,91,40,27,39,35,623,138
Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,22,2002.0,26.6,1586,113,565,713,321,15,1586,17,8,47.1,8,47.1,802,3843,1808,39,25,5,13,12,874,75
Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,28,1996.0,25.8,1400,119,461,699,253,61,1400,33,13,39.4,18,54.5,670,2727,1101,18,23,2,37,33,834,75
Premier League,2425,Leicester City,Will Alves,ENG,FW,20,2005.0,0.0,1,0,0,0,1,0,1,0,0,0.0,0,0.0,1,5,5,0,0,0,0,0,1,1
Premier League,2425,Leicester City,Wout Faes,BEL,DF,27,1998.0,30.3,1866,303,931,876,68,27,1866,6,5,83.3,1,16.7,1091,4965,2893,12,13,2,16,6,1250,1
Premier League,2425,Leicester City,Woyo Coulibaly,FRA,DF,26,1999.0,1.2,76,8,27,31,20,4,76,1,0,0.0,1,100.0,48,288,169,4,2,1,4,0,36,2
Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,26,1998.0,28.9,1860,56,284,960,637,60,1860,42,16,38.1,21,50.0,914,3773,2009,36,43,5,31,22,1227,80
