league,season,team,player,nation,position,age,born_year,90s,tackles,tackles_won,tackles_defensive_third,tackles_middle_third,tackles_offensive_third,dribblers_tackled,dribblers_tackled_attempted,perc_dribblers_tackled,dribblers_tackled_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_and_interceptions,clearances,errors
Bundesliga,2425,Gladbach,Rocco Reitz,GER,MF,22,2002.0,20.3,52,24,24,24,4,24,43,55.8,19,39,16,23,53,105,59,2
Bundesliga,2425,Gladbach,Shiō Fukuda,JPN,FW,21,2004.0,0.7,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
Bundesliga,2425,Gladbach,Stefan Lainer,AUT,DF,32,1992.0,8.4,22,13,16,5,1,12,14,85.7,2,12,6,6,12,34,30,0
Bundesliga,2425,Gladbach,Tiago Cardoso,LUX,GK,19,2006.0,4.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,2
Bundesliga,2425,Gladbach,Tim Kleindienst,GER,FW,29,1995.0,30.4,30,15,6,15,9,10,35,28.6,25,45,9,36,12,42,66,1
Bundesliga,2425,Gladbach,Tobias Sippel,GER,GK,37,1988.0,0.7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Bundesliga,2425,Gladbach,Tomáš Čvančara,CZE,FW,24,2000.0,9.2,4,1,3,1,0,2,7,28.6,5,6,3,3,5,9,17,0
Bundesliga,2425,Heidenheim,Adrian Beck,GER,"MF,FW",27,1997.0,17.8,36,17,18,12,6,12,35,34.3,23,31,2,29,9,45,17,0
Bundesliga,2425,Heidenheim,Benedikt Gimber,GER,DF,28,1997.0,29.7,72,46,48,23,1,38,63,60.3,25,53,19,34,31,103,131,1
Bundesliga,2425,Heidenheim,Budu Zivzivadze,GEO,FW,31,1994.0,10.6,17,11,1,9,7,4,8,50.0,4,9,0,9,3,20,7,0
Bundesliga,2425,Heidenheim,Denis Thomalla,GER,MF,32,1992.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Bundesliga,2425,Heidenheim,Frank Feller,GER,GK,21,2004.0,1.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
Bundesliga,2425,Heidenheim,Frans Krätzig,GER,"DF,MF",22,2003.0,13.5,32,18,14,12,6,12,21,57.1,9,12,1,11,17,49,15,0
Bundesliga,2425,Heidenheim,Jan Schöppner,GER,MF,25,1999.0,29.8,56,30,19,27,10,20,58,34.5,38,38,6,32,43,99,95,1
Bundesliga,2425,Heidenheim,Jonas Föhrenbach,GER,DF,29,1996.0,20.4,45,24,25,15,5,22,35,62.9,13,29,3,26,16,61,57,0
Bundesliga,2425,Heidenheim,Julian Niehues,GER,MF,24,2001.0,1.7,3,1,3,0,0,1,5,20.0,4,1,0,1,0,3,8,0
Bundesliga,2425,Heidenheim,Kevin Müller,GER,GK,34,1991.0,32.7,3,2,3,0,0,3,3,100.0,0,0,0,0,0,3,13,4
Bundesliga,2425,Heidenheim,Lennard Maloney,USA,MF,25,1999.0,8.4,20,11,12,7,1,14,23,60.9,9,9,2,7,14,34,38,0
Bundesliga,2425,Heidenheim,Luca Kerber,GER,"MF,DF",23,2002.0,8.7,26,16,17,8,1,16,31,51.6,15,14,4,10,5,31,25,1
Bundesliga,2425,Heidenheim,Léo Scienza,BRA,"FW,MF",26,1998.0,12.8,17,12,10,5,2,7,18,38.9,11,13,1,12,5,22,9,1
Bundesliga,2425,Heidenheim,Marnon Busch,GER,"DF,MF",30,1994.0,15.5,26,17,19,7,0,23,32,71.9,9,23,10,13,13,39,65,5
Bundesliga,2425,Heidenheim,Marvin Pieringer,GER,"FW,MF",25,1999.0,24.5,23,13,5,12,6,5,10,50.0,5,21,2,19,8,31,32,0
Bundesliga,2425,Heidenheim,Mathias Honsak,AUT,"FW,DF",28,1996.0,13.1,15,8,10,5,0,10,23,43.5,13,19,4,15,10,25,31,0
Bundesliga,2425,Heidenheim,Maximilian Breunig,GER,"FW,MF",24,2000.0,3.9,4,3,1,2,1,3,6,50.0,3,9,2,7,1,5,3,0
Bundesliga,2425,Heidenheim,Mikkel Kaufmann,DEN,FW,24,2001.0,4.1,6,4,1,3,2,2,5,40.0,3,5,2,3,2,8,7,0
Bundesliga,2425,Heidenheim,Niklas Dorsch,GER,MF,27,1998.0,14.8,27,16,12,15,0,13,22,59.1,9,14,1,13,17,44,17,2
Bundesliga,2425,Heidenheim,Norman Theuerkauf,GER,MF,38,1987.0,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Bundesliga,2425,Heidenheim,Omar Traoré,GER,DF,27,1998.0,29.1,50,26,31,16,3,25,41,61.0,16,35,6,29,21,71,66,0
Bundesliga,2425,Heidenheim,Patrick Mainka,GER,DF,30,1994.0,34.0,58,30,36,20,2,35,55,63.6,20,61,36,25,68,126,206,0
Bundesliga,2425,Heidenheim,Paul Wanner,GER,"MF,FW",19,2005.0,19.7,40,27,16,21,3,15,32,46.9,17,15,0,15,4,44,20,0
Bundesliga,2425,Heidenheim,Sirlord Conteh,GER,"FW,MF",28,1996.0,9.9,9,5,3,6,0,2,7,28.6,5,1,1,0,1,10,8,0
Bundesliga,2425,Heidenheim,Stefan Schimmer,GER,"FW,MF",31,1994.0,2.7,2,0,1,1,0,1,2,50.0,1,1,0,1,0,2,4,0
Bundesliga,2425,Heidenheim,Thomas Keller,GER,"DF,MF",25,1999.0,1.6,6,5,5,1,0,4,6,66.7,2,3,1,2,4,10,11,0
Bundesliga,2425,Heidenheim,Tim Siersleben,GER,DF,25,2000.0,13.1,21,14,12,8,1,7,17,41.2,10,19,6,13,20,41,66,0
Bundesliga,2425,Hoffenheim,Adam Hložek,CZE,"FW,MF",22,2002.0,20.8,22,10,7,8,7,11,20,55.0,9,13,1,12,4,26,20,0
Bundesliga,2425,Hoffenheim,Alexander Prass,AUT,DF,23,2001.0,17.4,42,23,24,15,3,24,59,40.7,35,33,6,27,9,51,53,4
Bundesliga,2425,Hoffenheim,Andrej Kramarić,CRO,"MF,FW",33,1991.0,30.7,15,8,5,8,2,6,11,54.5,5,16,3,13,7,22,11,1
Bundesliga,2425,Hoffenheim,Anton Stach,GER,"MF,DF",26,1998.0,28.7,66,46,25,37,4,32,47,68.1,15,47,13,34,46,112,101,2
Bundesliga,2425,Hoffenheim,Arthur Chaves,BRA,DF,24,2001.0,24.3,51,36,28,19,4,25,50,50.0,25,47,20,27,37,88,136,3
Bundesliga,2425,Hoffenheim,Bazoumana Touré,CIV,"FW,MF",19,2006.0,6.8,12,10,2,7,3,2,8,25.0,6,4,0,4,3,15,2,0
Bundesliga,2425,Hoffenheim,David Jurásek,CZE,DF,24,2000.0,6.9,6,3,3,2,1,2,5,40.0,3,5,0,5,6,12,17,0
Bundesliga,2425,Hoffenheim,David Mokwa,FRA,"DF,FW",21,2004.0,0.2,1,0,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0
Bundesliga,2425,Hoffenheim,Dennis Geiger,GER,"MF,FW",26,1998.0,8.2,24,11,9,13,2,12,19,63.2,7,15,2,13,7,31,6,1
Bundesliga,2425,Hoffenheim,Diadie Samassékou,MLI,MF,29,1996.0,3.2,5,5,1,2,2,2,4,50.0,2,4,2,2,5,10,5,0
Bundesliga,2425,Hoffenheim,Erencan Yardimci,TUR,"FW,MF",23,2002.0,3.5,4,3,1,3,0,1,2,50.0,1,2,0,2,1,5,2,0
Bundesliga,2425,Hoffenheim,Finn Ole Becker,GER,MF,24,2000.0,7.4,11,5,4,6,1,1,4,25.0,3,7,3,4,10,21,20,0
Bundesliga,2425,Hoffenheim,Florian Grillitsch,AUT,MF,29,1995.0,6.7,15,9,5,9,1,8,14,57.1,6,6,2,4,8,23,18,0
Bundesliga,2425,Hoffenheim,Florian Micheler,AUT,MF,20,2005.0,0.4,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
Bundesliga,2425,Hoffenheim,Gift Orban,NGA,FW,22,2002.0,7.6,3,1,2,1,0,1,6,16.7,5,7,0,7,0,3,3,0
Bundesliga,2425,Hoffenheim,Grischa Prömel,GER,MF,30,1995.0,1.9,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,4,0
Bundesliga,2425,Hoffenheim,Hannes Behrens,GER,DF,nan,0.0,0.3,1,1,0,1,0,0,0,0.0,0,1,0,1,2,3,0,0
Bundesliga,2425,Hoffenheim,Haris Tabakovic,BIH,FW,30,1994.0,9.1,3,1,1,0,2,0,3,0.0,3,4,2,2,1,4,16,0
Bundesliga,2425,Hoffenheim,Ihlas Bebou,TOG,MF,31,1994.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Bundesliga,2425,Hoffenheim,Jacob Bruun Larsen,DEN,"FW,MF",26,1998.0,4.4,4,3,1,2,1,3,8,37.5,5,5,1,4,1,5,2,0
Bundesliga,2425,Hoffenheim,Kevin Akpoguma,NGA,DF,30,1995.0,24.7,54,27,36,12,6,30,46,65.2,16,65,37,28,29,83,115,1
Bundesliga,2425,Hoffenheim,Leo Skiri Østigård,NOR,DF,25,1999.0,10.3,9,7,5,4,0,4,6,66.7,2,17,9,8,9,18,111,0
Bundesliga,2425,Hoffenheim,Luca Philipp,GER,GK,24,2000.0,6.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
Bundesliga,2425,Hoffenheim,Marius Bülter,GER,"FW,DF",32,1993.0,19.2,13,10,5,6,2,9,17,52.9,8,10,3,7,4,17,14,1
Bundesliga,2425,Hoffenheim,Max Moerstedt,GER,FW,nan,0.0,5.0,5,5,1,3,1,1,2,50.0,1,4,0,4,0,5,5,0
Bundesliga,2425,Hoffenheim,Mergim Berisha,GER,"FW,MF",27,1998.0,3.7,3,3,1,2,0,0,3,0.0,3,2,1,1,0,3,3,0
Bundesliga,2425,Hoffenheim,Oliver Baumann,GER,GK,34,1990.0,28.0,2,2,2,0,0,2,4,50.0,2,0,0,0,0,2,15,2
Bundesliga,2425,Hoffenheim,Paul Hennrich,GER,MF,20,2005.0,0.1,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0
Bundesliga,2425,Hoffenheim,Pavel Kadeřábek,CZE,DF,33,1992.0,17.5,25,14,14,4,7,15,31,48.4,16,13,3,10,20,45,54,1
Bundesliga,2425,Hoffenheim,Robin Hranáč,CZE,DF,25,2000.0,2.4,0,0,0,0,0,0,1,0.0,1,3,2,1,5,5,9,1
Bundesliga,2425,Hoffenheim,Stanley N'Soki,FRA,DF,26,1999.0,14.5,22,16,13,7,2,12,23,52.2,11,22,7,15,26,48,58,3
Bundesliga,2425,Hoffenheim,Tim Drexler,GER,DF,20,2005.0,4.0,17,7,11,6,0,9,12,75.0,3,6,4,2,1,18,9,1
Bundesliga,2425,Hoffenheim,Tom Bischof,GER,"MF,FW",19,2005.0,28.4,95,53,36,45,14,40,77,51.9,37,66,11,55,30,125,53,1
Bundesliga,2425,Hoffenheim,Umut Tohumcu,GER,"MF,FW",20,2004.0,4.2,9,5,3,5,1,5,7,71.4,2,5,0,5,3,12,6,0
Bundesliga,2425,Hoffenheim,Valentin Gendrey,FRA,DF,24,2000.0,15.7,30,12,19,9,2,11,18,61.1,7,19,5,14,15,45,53,0
Bundesliga,2425,Holstein Kiel,Alexander Bernhardsson,SWE,"FW,MF",26,1998.0,14.0,29,15,9,9,11,20,31,64.5,11,14,0,14,5,34,25,0
Bundesliga,2425,Holstein Kiel,Andu Kelati,GER,"MF,DF",22,2002.0,3.2,7,4,2,4,1,2,5,40.0,3,4,1,3,3,10,3,0
Bundesliga,2425,Holstein Kiel,Armin Gigovic,BIH,MF,23,2002.0,21.1,25,13,14,8,3,5,21,23.8,16,20,1,19,21,46,33,0
Bundesliga,2425,Holstein Kiel,Benedikt Pichler,AUT,FW,27,1997.0,8.7,5,2,1,0,4,2,4,50.0,2,4,2,2,2,7,11,0
Bundesliga,2425,Holstein Kiel,Carl Johansson,SWE,DF,31,1994.0,6.3,4,2,4,0,0,3,7,42.9,4,12,8,4,10,14,54,1
Bundesliga,2425,Holstein Kiel,David Zec,SVN,DF,25,2000.0,17.1,23,10,17,6,0,13,20,65.0,7,32,18,14,17,40,93,3
Bundesliga,2425,Holstein Kiel,Dominik Javorček,SVK,"DF,MF",22,2002.0,4.3,3,0,3,0,0,1,5,20.0,4,7,3,4,5,8,26,1
Bundesliga,2425,Holstein Kiel,Finn Porath,GER,"DF,MF",28,1997.0,21.9,45,26,24,14,7,26,53,49.1,27,27,9,18,21,66,67,0
Bundesliga,2425,Holstein Kiel,Ivan Nekić,CRO,DF,24,2000.0,0.8,1,1,1,0,0,1,2,50.0,1,1,0,1,3,4,2,0
Bundesliga,2425,Holstein Kiel,Jann-Fiete Arp,GER,"FW,MF",25,2000.0,7.9,13,10,5,2,6,4,13,30.8,9,6,0,6,3,16,8,1
Bundesliga,2425,Holstein Kiel,John Tolkin,USA,"DF,MF",22,2002.0,8.2,18,11,11,7,0,12,14,85.7,2,10,2,8,8,26,54,0
Bundesliga,2425,Holstein Kiel,Lasse Rosenboom,GER,DF,23,2002.0,19.3,47,35,25,16,6,32,47,68.1,15,28,9,19,19,66,71,3
Bundesliga,2425,Holstein Kiel,Lewis Holtby,GER,MF,34,1990.0,13.8,34,20,19,10,5,12,28,42.9,16,14,2,12,21,55,26,3
Bundesliga,2425,Holstein Kiel,Magnus Knudsen,NOR,MF,23,2001.0,20.6,48,29,21,21,6,25,44,56.8,19,18,4,14,12,60,44,0
Bundesliga,2425,Holstein Kiel,Marco Komenda,CRO,DF,28,1996.0,14.5,26,17,12,13,1,11,15,73.3,4,23,11,12,6,32,68,0
Bundesliga,2425,Holstein Kiel,Marko Ivezić,SRB,DF,23,2001.0,18.4,29,19,20,6,3,15,42,35.7,27,25,13,12,27,56,103,2
Bundesliga,2425,Holstein Kiel,Marvin Schulz,GER,"MF,DF",30,1995.0,3.4,6,5,2,2,2,2,8,25.0,6,12,8,4,0,6,17,0
Bundesliga,2425,Holstein Kiel,Max Geschwill,GER,DF,23,2001.0,14.2,26,21,13,12,1,14,19,73.7,5,14,9,5,30,56,53,1
Bundesliga,2425,Holstein Kiel,Nicolai Remberg,GER,MF,24,2000.0,26.9,45,25,24,17,4,19,41,46.3,22,46,20,26,29,74,100,0
Bundesliga,2425,Holstein Kiel,Patrick Erras,GER,DF,30,1995.0,9.2,8,5,6,2,0,2,9,22.2,7,13,11,2,9,17,64,0
Bundesliga,2425,Holstein Kiel,Phil Harres,GER,FW,23,2002.0,17.2,10,10,3,4,3,4,8,50.0,4,17,3,14,5,15,20,0
Bundesliga,2425,Holstein Kiel,Shuto Machino,JPN,"FW,MF",25,1999.0,21.7,8,5,4,3,1,6,16,37.5,10,12,3,9,7,15,28,1
Bundesliga,2425,Holstein Kiel,Steven Skrzybski,GER,"MF,FW",32,1992.0,14.7,19,6,7,6,6,7,24,29.2,17,16,0,16,11,30,11,0
Bundesliga,2425,Holstein Kiel,Thomas Dähne,GER,GK,31,1994.0,9.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,7,2
Bundesliga,2425,Holstein Kiel,Timo Becker,GER,DF,28,1997.0,27.2,53,33,39,9,5,34,46,73.9,12,30,17,13,17,70,110,1
Bundesliga,2425,Holstein Kiel,Timon Weiner,GER,GK,26,1999.0,25.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,17,3
Bundesliga,2425,Holstein Kiel,Tymoteusz Puchacz,POL,DF,26,1999.0,4.4,9,4,6,3,0,5,7,71.4,2,4,1,3,3,12,11,0
Bundesliga,2425,Leverkusen,Aleix García,ESP,MF,27,1997.0,16.2,13,7,4,6,3,7,15,46.7,8,12,2,10,11,24,24,1
Bundesliga,2425,Leverkusen,Amine Adli,MAR,"MF,FW",25,2000.0,8.5,15,9,4,2,9,4,11,36.4,7,11,0,11,0,15,4,0
Bundesliga,2425,Leverkusen,Arthur,BRA,DF,22,2003.0,8.4,14,11,3,9,2,5,10,50.0,5,8,0,8,9,23,29,0
Bundesliga,2425,Leverkusen,Edmond Tapsoba,BFA,DF,26,1999.0,27.9,39,24,19,16,4,22,39,56.4,17,21,14,7,24,63,89,3
Bundesliga,2425,Leverkusen,Emi Buendía,ARG,MF,28,1996.0,2.9,6,5,1,4,1,5,8,62.5,3,6,0,6,0,6,0,0
Bundesliga,2425,Leverkusen,Exequiel Palacios,ARG,MF,26,1998.0,12.8,22,15,8,10,4,10,18,55.6,8,14,1,13,13,35,15,1
Bundesliga,2425,Leverkusen,Florian Wirtz,GER,"MF,FW",22,2003.0,26.1,32,20,10,12,10,9,22,40.9,13,32,3,29,10,42,6,1
Bundesliga,2425,Leverkusen,Granit Xhaka,SUI,MF,32,1992.0,32.1,48,26,15,27,6,24,42,57.1,18,30,7,23,12,60,52,6
Bundesliga,2425,Leverkusen,Jeanuël Belocian,FRA,"DF,MF",20,2005.0,0.8,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
Bundesliga,2425,Leverkusen,Jeremie Frimpong,NED,"DF,MF",24,2000.0,25.7,33,25,14,12,7,16,29,55.2,13,25,0,25,8,41,22,1
Bundesliga,2425,Leverkusen,Jonas Hofmann,GER,"MF,DF",32,1992.0,4.0,2,0,0,2,0,1,4,25.0,3,2,0,2,0,2,3,0
Bundesliga,2425,Leverkusen,Jonathan Tah,GER,DF,29,1996.0,33.0,19,12,12,6,1,10,16,62.5,6,22,16,6,36,55,157,2
Bundesliga,2425,Leverkusen,Lukáš Hrádecký,FIN,GK,35,1989.0,29.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,2
Bundesliga,2425,Leverkusen,Mario Hermoso,ESP,DF,29,1995.0,3.3,0,0,0,0,0,0,0,0.0,0,3,1,2,9,9,15,1
Bundesliga,2425,Leverkusen,Martin Terrier,FRA,"MF,FW",28,1997.0,6.5,4,2,1,0,3,1,4,25.0,3,3,0,3,1,5,1,0
Bundesliga,2425,Leverkusen,Matej Kovar,CZE,GK,25,2000.0,5.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1
