league,season,team,player,nation,position,age,born_year,90s,shot_creating_actions,shot_creating_actions_90s,play_passes_to_shot,fk_passes_to_shot,take_ons_to_shot,shot_to_shot,fouls_drawn_to_shot,defensive_actions_to_shot,goal_creating_actions,goal_creating_actions_90s,play_passes_to_goal,fk_passes_to_goal,take_ons_to_goal,shot_to_goal,fouls_drawn_to_goal,defensive_actions_to_goal
Premier League,2425,Chelsea,Tosin Adarabioyo,ENG,DF,27,1997.0,14.7,14,0.96,7,0,0,6,0,1,1,0.07,0,0,0,1,0,0
Premier League,2425,Chelsea,Trevoh Chalobah,ENG,DF,25,1999.0,10.1,13,1.29,10,0,0,2,0,1,3,0.3,1,0,0,1,0,1
Premier League,2425,Chelsea,Tyrique George,ENG,FW,19,2006.0,2.0,7,3.44,6,0,1,0,0,0,1,0.49,1,0,0,0,0,0
Premier League,2425,Chelsea,Wesley Fofana,FRA,DF,24,2000.0,13.0,15,1.15,12,1,1,1,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Crystal Palace,Adam Wharton,ENG,MF,20,2004.0,14.6,59,4.03,45,11,0,2,0,1,6,0.41,4,2,0,0,0,0
Premier League,2425,Crystal Palace,Asher Agbinone,ENG,MF,19,2005.0,0.1,1,15.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Crystal Palace,Ben Chilwell,ENG,DF,28,1996.0,2.9,8,2.77,6,1,0,1,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Crystal Palace,Caleb Kporha,ENG,DF,18,2006.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Crystal Palace,Chadi Riad,MAR,DF,21,2003.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Crystal Palace,Cheick Doucouré,MLI,MF,25,2000.0,5.0,9,1.79,5,0,0,2,1,1,3,0.6,1,0,0,1,1,0
Premier League,2425,Crystal Palace,Chris Richards,USA,DF,25,2000.0,20.4,8,0.39,4,0,0,2,1,1,2,0.1,0,0,0,2,0,0
Premier League,2425,Crystal Palace,Daichi Kamada,JPN,MF,28,1996.0,16.4,50,3.05,37,6,1,3,1,2,3,0.18,2,1,0,0,0,0
Premier League,2425,Crystal Palace,Daniel Muñoz,COL,DF,28,1996.0,34.9,85,2.44,69,2,2,6,1,5,11,0.32,9,0,1,1,0,0
Premier League,2425,Crystal Palace,Dean Henderson,ENG,GK,28,1997.0,37.0,3,0.08,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Crystal Palace,Eberechi Eze,ENG,"MF,FW",26,1998.0,28.1,133,4.74,70,29,11,13,9,1,10,0.36,9,1,0,0,0,0
Premier League,2425,Crystal Palace,Eddie Nketiah,ENG,"FW,MF",25,1999.0,11.2,31,2.77,20,0,3,3,5,0,3,0.27,2,0,0,0,1,0
Premier League,2425,Crystal Palace,Ismaila Sarr,SEN,MF,27,1998.0,29.1,108,3.71,80,0,6,8,14,0,12,0.41,9,0,1,0,2,0
Premier League,2425,Crystal Palace,Jean-Philippe Mateta,FRA,FW,27,1997.0,28.7,65,2.26,44,0,5,11,5,0,10,0.35,5,0,3,2,0,0
Premier League,2425,Crystal Palace,Jefferson Lerma,COL,"MF,DF",30,1994.0,24.3,46,1.9,37,5,0,3,0,1,3,0.12,3,0,0,0,0,0
Premier League,2425,Crystal Palace,Jeffrey Schlupp,GHA,"MF,DF",32,1992.0,1.1,7,6.06,5,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Crystal Palace,Joachim Andersen,DEN,DF,28,1996.0,1.0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Crystal Palace,Joel Ward,ENG,DF,35,1989.0,0.8,1,1.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Crystal Palace,Jordan Ayew,GHA,"FW,MF",33,1991.0,0.2,1,4.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Crystal Palace,Justin Devenny,NIR,MF,21,2003.0,5.3,15,2.82,12,2,0,1,0,0,1,0.19,1,0,0,0,0,0
Premier League,2425,Crystal Palace,Marc Guéhi,ENG,DF,24,2000.0,34.0,44,1.29,36,0,0,4,2,2,5,0.15,4,0,0,0,0,1
Premier League,2425,Crystal Palace,Matheus França,BRA,"MF,FW",21,2004.0,0.6,2,3.33,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Crystal Palace,Maxence Lacroix,FRA,DF,25,2000.0,33.6,28,0.83,23,1,0,4,0,0,4,0.12,2,1,0,1,0,0
Premier League,2425,Crystal Palace,Nathaniel Clyne,ENG,"DF,MF",34,1991.0,5.4,3,0.56,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Crystal Palace,Odsonne Édouard,FRA,"MF,FW",27,1998.0,1.3,1,0.78,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Crystal Palace,Romain Esse,ENG,MF,20,2005.0,1.4,8,5.63,6,0,1,0,1,0,3,2.11,1,0,1,0,1,0
Premier League,2425,Crystal Palace,Trevoh Chalobah,ENG,DF,25,1999.0,11.8,11,0.93,10,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Crystal Palace,Tyrick Mitchell,ENG,DF,25,1999.0,33.4,71,2.13,64,1,0,3,2,1,6,0.18,5,0,0,0,1,0
Premier League,2425,Crystal Palace,Will Hughes,ENG,MF,30,1995.0,22.6,66,2.93,41,17,1,2,5,0,6,0.27,2,3,0,1,0,0
Premier League,2425,Everton,Abdoulaye Doucouré,MLI,MF,32,1993.0,28.3,58,2.05,52,0,3,2,0,1,3,0.11,2,0,0,0,0,1
Premier League,2425,Everton,Armando Broja,ALB,FW,23,2001.0,3.7,7,1.89,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Everton,Ashley Young,ENG,DF,39,1985.0,19.8,44,2.22,33,7,0,1,2,1,6,0.3,4,0,0,1,0,1
Premier League,2425,Everton,Beto,GNB,FW,27,1998.0,16.1,23,1.43,14,0,3,3,3,0,1,0.06,1,0,0,0,0,0
Premier League,2425,Everton,Carlos Alcaraz,ARG,"FW,MF",22,2002.0,7.7,29,3.79,23,1,3,1,1,0,6,0.78,5,0,0,1,0,0
Premier League,2425,Everton,Dominic Calvert-Lewin,ENG,FW,28,1997.0,17.8,25,1.4,14,0,4,2,3,2,4,0.22,1,0,2,0,1,0
Premier League,2425,Everton,Dwight McNeil,ENG,"MF,FW",25,1999.0,15.1,71,4.71,38,22,6,2,2,1,10,0.66,5,2,2,0,0,1
Premier League,2425,Everton,Harrison Armstrong,ENG,MF,18,2007.0,0.5,1,1.87,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Everton,Idrissa Gana Gueye,SEN,MF,35,1989.0,33.0,58,1.76,50,0,1,2,3,2,4,0.12,4,0,0,0,0,0
Premier League,2425,Everton,Iliman Ndiaye,SEN,FW,25,2000.0,26.2,63,2.41,48,0,8,1,6,0,7,0.27,4,0,2,0,1,0
Premier League,2425,Everton,Jack Harrison,ENG,FW,28,1996.0,22.1,56,2.54,38,8,4,2,4,0,4,0.18,1,0,0,1,2,0
Premier League,2425,Everton,Jake O'Brien,IRL,DF,24,2001.0,16.5,16,0.97,14,0,2,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Everton,James Garner,ENG,"MF,DF",24,2001.0,16.7,37,2.22,26,11,0,0,0,0,5,0.3,4,1,0,0,0,0
Premier League,2425,Everton,James Tarkowski,ENG,DF,32,1992.0,32.5,38,1.17,32,2,0,4,0,0,4,0.12,4,0,0,0,0,0
Premier League,2425,Everton,Jarrad Branthwaite,ENG,DF,22,2002.0,27.9,13,0.47,11,1,0,0,1,0,2,0.07,1,1,0,0,0,0
Premier League,2425,Everton,Jesper Lindstrøm,DEN,FW,25,2000.0,13.8,46,3.35,30,7,2,3,3,1,1,0.07,1,0,0,0,0,0
Premier League,2425,Everton,Jordan Pickford,ENG,GK,31,1994.0,37.0,12,0.32,11,1,0,0,0,0,2,0.05,2,0,0,0,0,0
Premier League,2425,Everton,Mason Holgate,ENG,"FW,DF",28,1996.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Everton,Michael Keane,ENG,DF,32,1993.0,10.7,6,0.56,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Everton,Nathan Patterson,SCO,DF,23,2001.0,3.9,11,2.85,8,1,2,0,0,0,1,0.26,1,0,0,0,0,0
Premier League,2425,Everton,Orel Mangala,BEL,MF,27,1998.0,14.0,24,1.72,17,1,2,3,1,0,1,0.07,0,0,0,0,1,0
Premier League,2425,Everton,Roman Dixon,ENG,DF,20,2004.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Everton,Séamus Coleman,IRL,DF,36,1988.0,2.4,2,0.84,1,0,1,0,0,0,1,0.42,1,0,0,0,0,0
Premier League,2425,Everton,Tim Iroegbunam,ENG,MF,21,2003.0,6.4,10,1.57,6,0,1,0,1,2,1,0.16,1,0,0,0,0,0
Premier League,2425,Everton,Vitaliy Mykolenko,UKR,DF,25,1999.0,33.2,40,1.2,37,0,1,2,0,0,3,0.09,2,0,0,1,0,0
Premier League,2425,Everton,Youssef Chermiti,POR,"FW,MF",21,2004.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Fulham,Adama Traoré,ESP,"FW,MF",29,1996.0,18.9,81,4.29,65,0,9,4,1,2,10,0.53,9,0,1,0,0,0
Premier League,2425,Fulham,Alex Iwobi,NGA,"FW,MF",29,1996.0,32.8,121,3.69,105,0,8,6,2,0,16,0.49,13,0,2,1,0,0
Premier League,2425,Fulham,Andreas Pereira,BRA,MF,29,1996.0,21.7,103,4.75,53,41,0,4,4,1,8,0.37,4,2,0,0,2,0
Premier League,2425,Fulham,Antonee Robinson,USA,DF,27,1997.0,34.2,79,2.31,74,1,1,2,0,1,11,0.32,11,0,0,0,0,0
Premier League,2425,Fulham,Bernd Leno,GER,GK,33,1992.0,37.0,5,0.14,5,0,0,0,0,0,2,0.05,2,0,0,0,0,0
Premier League,2425,Fulham,Calvin Bassey,NGA,DF,25,1999.0,34.2,23,0.67,19,1,2,0,0,1,3,0.09,2,0,0,0,0,1
Premier League,2425,Fulham,Carlos Vinícius,BRA,"MF,FW",30,1995.0,0.2,2,11.25,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Fulham,Emile Smith Rowe,ENG,MF,24,2000.0,22.4,71,3.17,55,0,3,8,2,3,12,0.54,10,0,1,0,0,1
Premier League,2425,Fulham,Harrison Reed,ENG,MF,30,1995.0,1.2,1,0.89,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Fulham,Harry Wilson,WAL,"FW,MF",28,1997.0,12.2,41,3.35,29,6,0,3,2,1,3,0.25,2,0,0,0,1,0
Premier League,2425,Fulham,Issa Diop,FRA,DF,28,1997.0,14.9,6,0.4,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Fulham,Jay Stansfield,ENG,MF,22,2002.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Fulham,Joachim Andersen,DEN,DF,28,1996.0,27.7,32,1.16,24,1,0,7,0,0,2,0.07,1,1,0,0,0,0
Premier League,2425,Fulham,Jorge Cuenca,ESP,DF,25,1999.0,2.9,1,0.35,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Fulham,Joshua King,ENG,MF,18,2007.0,1.3,8,6.37,6,0,1,1,0,0,2,1.59,2,0,0,0,0,0
Premier League,2425,Fulham,Kenny Tete,NED,DF,29,1995.0,18.7,36,1.92,28,0,2,3,2,1,4,0.21,4,0,0,0,0,0
Premier League,2425,Fulham,Martial Godo,ENG,"FW,DF",22,2003.0,0.3,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,34,1991.0,26.7,65,2.43,47,1,2,9,5,1,7,0.26,4,0,0,1,1,1
Premier League,2425,Fulham,Reiss Nelson,ENG,FW,25,1999.0,5.4,31,5.73,21,2,3,4,0,1,1,0.18,1,0,0,0,0,0
Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,24,2001.0,10.7,17,1.59,10,0,2,2,2,1,2,0.19,1,0,1,0,0,0
Premier League,2425,Fulham,Ryan Sessegnon,ENG,"FW,DF",25,2000.0,6.3,20,3.19,17,0,0,2,1,0,4,0.64,4,0,0,0,0,0
Premier League,2425,Fulham,Sander Berge,NOR,MF,27,1998.0,24.7,45,1.83,40,1,1,1,0,2,2,0.08,2,0,0,0,0,0
Premier League,2425,Fulham,Saša Lukić,SRB,MF,28,1996.0,25.1,55,2.19,36,12,0,5,1,1,4,0.16,3,0,0,1,0,0
Premier League,2425,Fulham,Timothy Castagne,BEL,DF,29,1995.0,18.3,25,1.36,21,0,1,2,1,0,3,0.16,2,0,0,1,0,0
Premier League,2425,Fulham,Tom Cairney,SCO,MF,34,1991.0,6.2,31,5.0,27,2,0,1,1,0,3,0.48,3,0,0,0,0,0
Premier League,2425,Fulham,Willian,BRA,"FW,MF",36,1988.0,2.9,17,5.93,11,4,0,2,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Ipswich Town,Alex Palmer,ENG,GK,28,1996.0,13.0,3,0.23,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,23,2002.0,1.5,8,5.37,4,0,3,0,1,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Ipswich Town,Arijanet Muric,KVX,GK,26,1998.0,18.0,1,0.06,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,27,1997.0,18.0,17,0.94,15,1,0,0,1,0,2,0.11,2,0,0,0,0,0
Premier League,2425,Ipswich Town,Ben Godfrey,ENG,DF,27,1998.0,1.8,1,0.57,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Ipswich Town,Ben Johnson,ENG,"DF,FW",25,2000.0,15.0,24,1.6,12,9,0,1,2,0,5,0.33,4,0,0,1,0,0
Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,29,1995.0,17.1,14,0.82,14,0,0,0,0,0,3,0.18,3,0,0,0,0,0
Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,FW,28,1997.0,2.6,3,1.13,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Ipswich Town,Christian Walton,ENG,GK,29,1995.0,6.0,2,0.33,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",28,1997.0,8.8,21,2.4,19,2,0,0,0,0,1,0.11,1,0,0,0,0,0
Premier League,2425,Ipswich Town,Conor Townsend,ENG,DF,32,1993.0,3.7,5,1.34,4,1,0,0,0,0,1,0.27,1,0,0,0,0,0
Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,26,1999.0,33.7,24,0.71,19,0,0,2,2,1,4,0.12,4,0,0,0,0,0
Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,27,1997.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Ipswich Town,George Hirst,SCO,FW,26,1999.0,6.6,8,1.21,7,0,0,1,0,0,3,0.45,2,0,0,1,0,0
Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,24,2001.0,4.2,1,0.24,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Ipswich Town,Jack Clarke,ENG,"FW,MF",24,2000.0,12.9,48,3.73,41,2,3,0,0,2,5,0.39,4,1,0,0,0,0
Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26,1998.0,9.4,22,2.34,15,1,2,2,0,2,2,0.21,2,0,0,0,0,0
Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,24,2000.0,23.5,17,0.72,14,1,0,1,0,1,0,0.0,0,0,0,0,0,0
Premier League,2425,Ipswich Town,Jaden Philogene Bidace,ENG,"FW,DF",23,2002.0,5.3,9,1.71,6,0,1,1,1,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,25,1999.0,20.9,33,1.58,26,2,4,0,0,1,1,0.05,0,0,1,0,0,0
Premier League,2425,Ipswich Town,Julio Enciso,PAR,"MF,FW",21,2004.0,9.7,29,3.0,16,4,6,2,0,1,4,0.41,2,1,1,0,0,0
Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,29,1995.0,13.7,17,1.24,13,3,0,1,0,0,3,0.22,3,0,0,0,0,0
Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,25,2000.0,29.5,90,3.05,45,37,3,3,1,1,4,0.14,3,0,1,0,0,0
Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,22,2003.0,28.6,62,2.17,28,0,12,7,13,2,7,0.25,3,0,2,0,2,0
Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,26,1998.0,13.2,2,0.15,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Ipswich Town,Marcus Harness,ENG,MF,29,1996.0,0.5,2,4.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Ipswich Town,Massimo Luongo,AUS,MF,32,1992.0,2.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Ipswich Town,Nathan Broadhead,WAL,"MF,FW",27,1998.0,6.9,19,2.74,14,0,5,0,0,0,2,0.29,1,0,1,0,0,0
Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,"MF,FW",21,2003.0,27.7,78,2.82,57,0,9,5,5,2,6,0.22,6,0,0,0,0,0
Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,33,1991.0,29.6,50,1.69,45,4,0,0,1,0,2,0.07,2,0,0,0,0,0
Premier League,2425,Ipswich Town,Sammie Szmodics,IRL,"FW,MF",29,1995.0,10.9,9,0.83,7,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Ipswich Town,Wes Burns,WAL,"FW,DF",30,1994.0,10.3,16,1.55,12,0,1,1,2,0,1,0.1,1,0,0,0,0,0
Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,FW,21,2004.0,6.4,17,2.64,10,0,2,1,4,0,3,0.47,2,0,0,1,0,0
Premier League,2425,Leicester City,Bilal El Khannouss,MAR,"MF,FW",21,2004.0,24.2,78,3.22,54,9,8,4,3,0,7,0.29,5,1,0,1,0,0
Premier League,2425,Leicester City,Bobby De Cordova-Reid,JAM,FW,32,1993.0,8.3,13,1.57,8,0,0,3,2,0,3,0.36,1,0,0,1,1,0
Premier League,2425,Leicester City,Boubakary Soumaré,FRA,MF,26,1999.0,23.1,35,1.51,27,0,5,1,2,0,3,0.13,3,0,0,0,0,0
Premier League,2425,Leicester City,Caleb Okoli,ITA,DF,23,2001.0,12.5,4,0.32,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Leicester City,Conor Coady,ENG,DF,32,1993.0,18.0,6,0.33,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Leicester City,Danny Ward,WAL,GK,31,1993.0,1.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"FW,MF",20,2004.0,16.7,51,3.05,27,11,9,1,3,0,5,0.3,1,2,2,0,0,0
Premier League,2425,Leicester City,Hamza Choudhury,BAN,"MF,DF",27,1997.0,1.5,3,2.05,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Leicester City,Harry Winks,ENG,MF,29,1996.0,17.1,39,2.28,29,7,1,1,1,0,3,0.18,2,1,0,0,0,0
Premier League,2425,Leicester City,Jake Evans,0,FW,nan,0.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Leicester City,Jakub Stolarczyk,POL,GK,24,2000.0,9.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Leicester City,James Justin,ENG,DF,27,1998.0,31.4,33,1.05,21,2,1,4,5,0,2,0.06,2,0,0,0,0,0
Premier League,2425,Leicester City,Jamie Vardy,ENG,FW,38,1987.0,31.4,47,1.5,33,0,6,2,6,0,10,0.32,5,0,2,1,2,0
Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,32,1992.0,15.5,7,0.45,6,0,0,0,0,1,0,0.0,0,0,0,0,0,0
Premier League,2425,Leicester City,Jeremy Monga,0,"FW,MF",nan,0.0,1.0,1,0.97,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Leicester City,Jordan Ayew,GHA,"FW,MF",33,1991.0,17.2,39,2.27,24,8,2,3,1,1,2,0.12,1,0,0,1,0,0
Premier League,2425,Leicester City,Kasey McAteer,IRL,"FW,MF",23,2001.0,8.5,20,2.35,18,0,0,0,2,0,2,0.23,1,0,0,0,1,0
Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23,2001.0,11.5,15,1.3,11,3,0,0,0,1,1,0.09,1,0,0,0,0,0
Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24,2000.0,26.5,3,0.11,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Leicester City,Michael Golding,ENG,MF,19,2006.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Leicester City,Odsonne Édouard,FRA,FW,27,1998.0,0.3,2,6.21,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,24,2000.0,11.8,15,1.28,13,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Leicester City,Patson Daka,ZAM,"FW,MF",26,1998.0,7.4,10,1.36,7,0,2,1,0,0,1,0.14,0,0,1,0,0,0
Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,31,1993.0,4.1,3,0.73,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Leicester City,Stephy Mavididi,ENG,FW,26,1998.0,17.9,50,2.78,39,2,4,2,2,1,7,0.39,6,0,1,0,0,0
Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,DF,22,2002.0,26.6,41,1.54,32,6,1,0,2,0,3,0.11,3,0,0,0,0,0
Premier League,2425,Leicester City,Wilfred Ndidi,NGA,MF,28,1996.0,25.8,31,1.2,29,0,1,1,0,0,4,0.15,4,0,0,0,0,0
Premier League,2425,Leicester City,Will Alves,ENG,FW,20,2005.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Leicester City,Wout Faes,BEL,DF,27,1998.0,30.3,17,0.56,15,0,0,1,0,1,0,0.0,0,0,0,0,0,0
Premier League,2425,Leicester City,Woyo Coulibaly,FRA,DF,26,1999.0,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,26,1998.0,28.9,120,4.15,83,24,2,6,2,3,15,0.52,10,3,0,2,0,0
Premier League,2425,Liverpool,Alisson,BRA,GK,32,1992.0,26.9,6,0.22,6,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Premier League,2425,Liverpool,Andrew Robertson,SCO,DF,31,1994.0,26.6,78,2.93,66,9,1,1,0,1,4,0.15,4,0,0,0,0,0
Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,26,1998.0,10.0,3,0.3,3,0,0,0,0,0,1,0.1,1,0,0,0,0,0
Premier League,2425,Liverpool,Cody Gakpo,NED,FW,26,1999.0,20.5,76,3.71,55,0,9,5,5,2,7,0.34,3,0,3,0,1,0
Premier League,2425,Liverpool,Conor Bradley,NIR,DF,21,2003.0,7.9,19,2.42,13,0,5,0,1,0,4,0.51,3,0,1,0,0,0
Premier League,2425,Liverpool,Curtis Jones,ENG,"MF,DF",24,2001.0,18.0,49,2.72,42,1,0,4,2,0,8,0.44,5,1,0,1,1,0
Premier League,2425,Liverpool,Darwin Núñez,URU,FW,25,1999.0,12.3,30,2.44,20,0,4,1,2,3,4,0.33,3,0,0,0,1,0
Premier League,2425,Liverpool,Diogo Jota,POR,FW,28,1996.0,13.0,35,2.7,22,0,6,5,1,1,9,0.7,5,0,2,1,1,0
Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,24,2000.0,27.0,117,4.33,88,7,5,13,3,1,16,0.59,12,1,0,3,0,0
Premier League,2425,Liverpool,Federico Chiesa,ITA,FW,27,1997.0,1.2,6,5.0,6,0,0,0,0,0,1,0.83,1,0,0,0,0,0
Premier League,2425,Liverpool,Harvey Elliott,ENG,"MF,FW",22,2003.0,4.1,21,5.18,17,3,1,0,0,0,3,0.74,3,0,0,0,0,0
Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25,1999.0,27.8,31,1.12,26,0,0,4,0,1,7,0.25,6,0,0,0,0,1
Premier League,2425,Liverpool,Jarell Quansah,ENG,DF,22,2003.0,5.5,3,0.55,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Liverpool,Jayden Danns,ENG,MF,19,2006.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Liverpool,Joe Gomez,ENG,DF,28,1997.0,5.8,5,0.87,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0
Premier League,2425,Liverpool,Kostas Tsimikas,GRE,DF,29,1996.0,9.3,31,3.33,21,9,0,0,1,0,2,0.21,1,1,0,0,0,0
Premier League,2425,Liverpool,Luis Díaz,COL,FW,28,1997.0,25.9,117,4.52,88,0,16,9,4,0,16,0.62,13,0,1,0,2,0
Premier League,2425,Liverpool,Mohamed Salah,EGY,FW,32,1992.0,36.5,164,4.5,119,2,22,14,5,2,27,0.74,20,0,5,2,0,0
Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,23,2002.0,34.4,66,1.92,58,0,5,2,0,1,6,0.17,6,0,0,0,0,0
Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,26,1998.0,25.8,95,3.68,73,14,4,4,0,0,10,0.39,9,1,0,0,0,0
Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33,1991.0,36.0,48,1.33,41,0,1,3,1,2,4,0.11,4,0,0,0,0,0
Premier League,2425,Liverpool,Vitezslav Jaros,CZE,GK,23,2001.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Liverpool,Wataru Endo,JPN,"MF,DF",32,1993.0,2.8,6,2.13,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Manchester City,Abdukodir Khusanov,UZB,DF,21,2004.0,5.6,5,0.89,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Manchester City,Bernardo Silva,POR,"MF,FW",30,1994.0,28.7,88,3.07,78,2,4,1,3,0,8,0.28,8,0,0,0,0,0
Premier League,2425,Manchester City,Divin Mubama,ENG,FW,20,2004.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Premier League,2425,Manchester City,Ederson,BRA,GK,31,1993.0,24.8,6,0.24,6,0,0,0,0,0,4,0.16,4,0,0,0,0,0
