league,season,team,player,nation,position,age,born_year,90s,yellow_cards,red_cards,second_yellow_card_expulsions,fouls_commited,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalty_kicks_won,penalty_kicks_conceded,own_goals,recoveries,aerial_duels_won,aerial_duels_lost,perc_aerial_duels_won
La Liga,2425,Atlético Madrid,Juan Musso,ARG,GK,31,1994.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
La Liga,2425,Atlético Madrid,Julián Álvarez,ARG,FW,25,2000.0,26.9,5,0,0,26,8,8,66,2,16,0,0,0,73,13,31,29.5
La Liga,2425,Atlético Madrid,Koke,ESP,MF,33,1992.0,20.6,4,0,0,23,13,0,20,20,22,0,0,1,119,8,9,47.1
La Liga,2425,Atlético Madrid,Marcos Llorente,ESP,"DF,MF",30,1995.0,26.9,0,1,0,22,25,4,61,26,50,1,0,0,125,15,15,50.0
La Liga,2425,Atlético Madrid,Nahuel Molina,ARG,DF,27,1998.0,17.0,1,0,0,12,8,4,53,12,19,0,0,0,63,10,12,45.5
La Liga,2425,Atlético Madrid,Pablo Barrios,ESP,MF,21,2003.0,25.7,4,1,0,27,27,0,26,34,26,0,0,0,130,34,21,61.8
La Liga,2425,Atlético Madrid,Reinildo Mandava,MOZ,DF,31,1994.0,10.5,4,0,0,19,18,1,8,16,11,0,1,0,52,10,14,41.7
La Liga,2425,Atlético Madrid,Robin Le Normand,ESP,DF,28,1996.0,23.9,8,0,0,35,24,3,1,10,18,0,1,0,82,54,39,58.1
La Liga,2425,Atlético Madrid,Rodrigo De Paul,ARG,MF,31,1994.0,22.5,7,0,0,17,45,0,58,6,26,0,0,0,126,4,7,36.4
La Liga,2425,Atlético Madrid,Rodrigo Riquelme,ESP,"MF,DF",25,2000.0,5.7,0,0,0,8,8,4,34,2,5,0,0,0,21,3,3,50.0
La Liga,2425,Atlético Madrid,Samuel Lino,BRA,"MF,DF",25,1999.0,16.5,3,0,0,15,30,3,40,7,16,1,0,0,81,13,12,52.0
La Liga,2425,Atlético Madrid,Thomas Lemar,FRA,MF,29,1995.0,0.9,0,0,0,1,2,0,3,0,1,0,0,0,3,0,1,0.0
La Liga,2425,Atlético Madrid,Ángel Correa,ARG,"FW,MF",30,1995.0,8.7,3,1,0,16,11,4,24,4,2,0,0,0,37,1,8,11.1
La Liga,2425,Barcelona,Alejandro Balde,ESP,DF,21,2003.0,24.5,2,0,0,14,35,0,67,5,10,0,0,0,114,16,9,64.0
La Liga,2425,Barcelona,Andreas Christensen,DEN,DF,29,1996.0,2.5,3,0,0,5,0,0,0,4,4,0,0,0,13,11,3,78.6
La Liga,2425,Barcelona,Ansu Fati,ESP,FW,22,2002.0,2.6,1,0,0,2,2,2,0,1,1,0,0,0,7,2,7,22.2
La Liga,2425,Barcelona,Dani Olmo,ESP,"MF,FW",27,1998.0,13.2,1,0,0,21,24,1,20,3,11,2,0,0,46,9,9,50.0
La Liga,2425,Barcelona,Daniel Rodriguez,ESP,FW,19,2005.0,0.4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0
La Liga,2425,Barcelona,Eric García,ESP,"DF,MF",24,2001.0,16.4,4,0,0,20,8,0,7,14,19,0,0,0,52,27,25,51.9
La Liga,2425,Barcelona,Fermin López,ESP,"MF,FW",22,2003.0,12.9,4,1,0,24,17,5,42,5,14,0,0,0,64,9,18,33.3
La Liga,2425,Barcelona,Ferrán Torres,ESP,"FW,MF",25,2000.0,12.3,1,1,0,5,16,6,17,4,4,0,0,0,27,5,9,35.7
La Liga,2425,Barcelona,Frenkie de Jong,NED,MF,28,1997.0,12.6,3,0,0,14,18,0,6,12,11,0,1,0,57,10,7,58.8
La Liga,2425,Barcelona,Gavi,ESP,"MF,FW",20,2004.0,11.1,4,0,0,38,21,1,9,10,18,0,0,0,57,21,24,46.7
La Liga,2425,Barcelona,Gerard Martín,ESP,DF,23,2002.0,11.4,2,0,0,14,9,0,36,12,10,0,0,0,42,14,5,73.7
La Liga,2425,Barcelona,Héctor Fort,ESP,DF,18,2006.0,6.5,2,0,0,8,1,0,12,6,8,0,0,0,32,3,7,30.0
La Liga,2425,Barcelona,Iñaki Peña,ESP,GK,26,1999.0,14.5,1,0,0,0,0,0,0,0,0,0,0,0,63,1,0,100.0
La Liga,2425,Barcelona,Iñigo Martínez,ESP,DF,34,1991.0,27.7,5,0,0,18,28,0,8,18,14,1,0,0,126,58,33,63.7
La Liga,2425,Barcelona,Jules Koundé,FRA,DF,26,1998.0,28.9,4,0,0,22,19,7,63,20,43,0,0,0,107,30,23,56.6
La Liga,2425,Barcelona,Lamine Yamal,ESP,FW,17,2007.0,30.7,3,0,0,29,60,12,106,15,28,2,0,0,118,1,3,25.0
La Liga,2425,Barcelona,Marc Bernal,ESP,MF,17,2007.0,2.7,2,0,0,4,3,0,0,1,6,0,0,0,9,1,6,14.3
La Liga,2425,Barcelona,Marc Casado,ESP,MF,21,2003.0,17.9,4,1,1,26,36,0,9,22,25,0,0,0,90,8,23,25.8
La Liga,2425,Barcelona,Marc-André ter Stegen,GER,GK,33,1992.0,7.5,0,0,0,0,2,0,0,0,0,0,0,0,14,1,0,100.0
La Liga,2425,Barcelona,Pablo Torre,ESP,"MF,FW",22,2003.0,3.4,0,0,0,4,8,1,13,3,4,0,0,0,15,1,6,14.3
La Liga,2425,Barcelona,Pau Cubarsí,ESP,DF,18,2007.0,28.1,3,0,0,20,8,0,2,15,23,0,1,0,98,61,42,59.2
La Liga,2425,Barcelona,Pau Victor Delgado,ESP,FW,23,2001.0,3.5,2,0,0,7,3,0,3,2,1,0,0,0,14,3,1,75.0
La Liga,2425,Barcelona,Pedri,ESP,MF,22,2002.0,31.1,3,0,0,10,49,2,58,26,32,0,0,0,250,7,6,53.8
La Liga,2425,Barcelona,Raphinha,BRA,"FW,MF",28,1996.0,30.8,4,0,0,11,37,10,211,10,22,2,0,0,93,9,6,60.0
La Liga,2425,Barcelona,Robert Lewandowski,POL,FW,36,1988.0,28.7,1,0,0,30,36,17,5,3,5,0,0,0,45,36,39,48.0
La Liga,2425,Barcelona,Ronald Araújo,URU,DF,26,1999.0,7.7,3,0,0,9,3,0,0,9,9,0,0,0,25,32,18,64.0
La Liga,2425,Barcelona,Sergi Dominguez,ESP,DF,20,2005.0,1.9,1,0,0,2,0,0,0,3,1,0,1,0,8,1,3,25.0
La Liga,2425,Barcelona,Wojciech Szczęsny,POL,GK,35,1990.0,15.0,0,0,0,1,1,0,0,0,1,0,1,0,52,0,0,0.0
La Liga,2425,Betis,Abde Ezzalzouli,MAR,"FW,MF",23,2001.0,22.0,2,0,0,23,38,4,49,7,25,2,0,0,102,26,37,41.3
La Liga,2425,Betis,Adrián,ESP,GK,38,1987.0,19.0,3,0,0,0,4,0,0,0,0,0,0,0,20,2,1,66.7
La Liga,2425,Betis,Aitor Ruibal,ESP,"DF,FW",29,1996.0,14.6,5,0,0,10,18,2,32,14,23,0,0,0,71,7,13,35.0
La Liga,2425,Betis,Antony,BRA,FW,25,2000.0,15.1,2,1,0,15,27,1,40,9,11,1,0,0,73,5,14,26.3
La Liga,2425,Betis,Assane Diao,SEN,FW,19,2005.0,3.1,0,0,0,4,4,2,4,0,3,0,0,0,12,8,6,57.1
La Liga,2425,Betis,Carlos Guirao,ESP,MF,22,2003.0,1.2,0,0,0,4,0,0,0,3,3,0,0,0,6,2,1,66.7
La Liga,2425,Betis,Cucho,COL,FW,26,1999.0,12.7,0,0,0,10,9,5,12,7,10,1,0,0,28,29,35,45.3
La Liga,2425,Betis,Cédric Bakambu,COD,FW,34,1991.0,7.9,4,0,0,23,7,12,2,0,4,1,0,0,25,12,27,30.8
La Liga,2425,Betis,Diego Llorente,ESP,DF,31,1993.0,28.0,4,0,0,20,23,0,1,43,20,0,1,1,93,77,45,63.1
La Liga,2425,Betis,Ezequiel Ávila,ARG,FW,31,1994.0,7.5,5,1,0,13,18,5,29,2,3,0,0,0,28,6,8,42.9
La Liga,2425,Betis,Fran Vieites,ESP,GK,26,1999.0,4.0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,100.0
La Liga,2425,Betis,Giovani Lo Celso,ARG,"MF,FW",29,1996.0,16.2,4,0,0,13,63,0,95,5,22,0,0,0,76,5,11,31.3
La Liga,2425,Betis,Héctor Bellerín,ESP,DF,30,1995.0,6.4,1,0,0,6,0,0,10,6,7,0,0,0,13,6,7,46.2
La Liga,2425,Betis,Iker Losada,ESP,"MF,FW",23,2001.0,3.7,0,0,0,1,2,0,4,3,7,0,0,0,19,3,4,42.9
La Liga,2425,Betis,Isco,ESP,MF,33,1992.0,17.2,5,0,0,23,44,4,92,11,13,0,0,0,71,13,21,38.2
La Liga,2425,Betis,Jesus Rodríguez,ESP,FW,19,2005.0,12.3,0,0,0,17,38,2,18,6,14,1,0,0,58,3,8,27.3
La Liga,2425,Betis,Johnny Cardoso,USA,MF,23,2001.0,23.8,4,0,0,38,27,0,3,48,31,0,0,0,138,29,18,61.7
La Liga,2425,Betis,Juanmi,ESP,"FW,MF",32,1993.0,2.7,2,0,0,6,7,1,1,1,4,0,0,0,14,6,1,85.7
La Liga,2425,Betis,Marc Bartra,ESP,DF,34,1991.0,23.3,2,0,0,15,14,2,1,32,19,0,1,0,88,50,42,54.3
La Liga,2425,Betis,Marc Roca,ESP,MF,28,1996.0,10.1,4,0,0,16,5,0,10,14,14,0,0,0,51,5,13,27.8
La Liga,2425,Betis,Mateo Flores,ESP,MF,21,2004.0,1.7,1,0,0,4,1,0,1,2,1,0,0,0,12,0,2,0.0
La Liga,2425,Betis,Nabil Fekir,FRA,MF,31,1993.0,2.0,0,0,0,3,7,0,10,0,2,0,0,0,3,0,2,0.0
La Liga,2425,Betis,Natan,BRA,DF,24,2001.0,24.2,5,1,0,19,13,0,2,28,24,0,0,0,75,65,30,68.4
La Liga,2425,Betis,Nobel Mendy,FRA,DF,20,2004.0,1.2,1,0,0,1,1,0,0,4,0,0,0,0,7,1,0,100.0
La Liga,2425,Betis,Pablo Fornals,ESP,"MF,FW",29,1996.0,20.3,2,0,0,12,14,3,54,24,13,0,0,0,114,18,21,46.2
La Liga,2425,Betis,Pablo Garcia,ESP,FW,18,2006.0,0.4,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0.0
La Liga,2425,Betis,Ricardo Rodríguez,SUI,DF,32,1992.0,14.2,0,0,0,12,6,0,15,8,15,0,0,0,55,27,17,61.4
La Liga,2425,Betis,Rodri,ESP,FW,25,2000.0,1.3,0,0,0,2,2,1,6,1,1,0,0,0,10,0,2,0.0
La Liga,2425,Betis,Romain Perraud,FRA,DF,27,1997.0,22.2,8,1,0,26,44,5,71,22,22,0,1,0,95,9,17,34.6
La Liga,2425,Betis,Rui Silva,POR,GK,31,1994.0,15.0,1,0,0,1,2,0,0,0,0,0,1,0,25,2,0,100.0
La Liga,2425,Betis,Sergi Altimira,ESP,MF,23,2001.0,21.9,4,0,0,35,33,0,5,23,37,1,0,0,117,11,22,33.3
La Liga,2425,Betis,Sergio Arribas,ESP,DF,22,2003.0,1.0,0,0,0,0,0,0,0,3,4,0,0,0,3,1,0,100.0
La Liga,2425,Betis,Vitor Roque,BRA,FW,20,2005.0,13.7,4,0,0,30,30,5,6,7,6,2,0,0,35,15,29,34.1
La Liga,2425,Betis,William Carvalho,POR,MF,33,1992.0,5.4,1,0,0,7,3,0,2,3,6,0,0,0,29,6,4,60.0
La Liga,2425,Betis,Youssouf Sabaly,SEN,DF,32,1993.0,17.6,1,0,0,18,12,1,31,13,25,0,0,0,87,9,13,40.9
La Liga,2425,Betis,Ángel Ortíz,ESP,DF,20,2004.0,3.9,0,0,0,6,6,0,19,5,8,0,0,0,16,5,7,41.7
La Liga,2425,Celta Vigo,Alfon,ESP,"FW,MF",26,1999.0,14.4,1,1,0,15,30,6,36,4,3,1,0,0,37,3,12,20.0
La Liga,2425,Celta Vigo,Anastasios Douvikas,GRE,FW,25,1999.0,7.8,2,0,0,10,27,9,1,3,4,0,0,0,15,14,23,37.8
La Liga,2425,Celta Vigo,Borja Iglesias,ESP,FW,32,1993.0,20.9,2,0,0,39,33,14,5,6,9,2,0,0,45,13,27,32.5
La Liga,2425,Celta Vigo,Carl Starfelt,SWE,DF,29,1995.0,25.2,5,0,0,21,11,0,0,31,20,0,0,0,77,60,51,54.1
La Liga,2425,Celta Vigo,Carlos Dominguez,ESP,DF,24,2001.0,12.1,1,0,0,7,10,0,0,9,11,0,0,1,41,27,15,64.3
La Liga,2425,Celta Vigo,Damián Rodríguez,ESP,MF,22,2003.0,10.3,3,0,0,13,9,0,30,7,9,0,0,0,49,0,4,0.0
La Liga,2425,Celta Vigo,Fer López,0,"FW,MF",nan,0.0,7.4,2,0,0,13,8,2,2,2,5,0,0,0,25,2,9,18.2
La Liga,2425,Celta Vigo,Fran Beltrán,ESP,MF,26,1999.0,25.9,3,0,0,31,12,0,5,26,34,0,1,0,112,19,26,42.2
La Liga,2425,Celta Vigo,Franco Cervi,ARG,"FW,MF",30,1994.0,3.0,1,0,0,4,1,0,6,8,3,0,0,0,12,4,6,40.0
La Liga,2425,Celta Vigo,Hugo Sotelo,ESP,MF,21,2003.0,13.9,4,0,0,18,9,1,50,5,17,0,0,0,70,2,10,16.7
La Liga,2425,Celta Vigo,Hugo Álvarez,ESP,"MF,DF",21,2003.0,17.5,6,0,0,25,16,3,31,8,9,0,1,0,78,6,12,33.3
La Liga,2425,Celta Vigo,Iago Aspas,ESP,"FW,MF",37,1987.0,18.5,5,1,1,16,32,5,13,7,8,1,0,0,53,7,8,46.7
La Liga,2425,Celta Vigo,Iker Losada,ESP,"FW,MF",23,2001.0,4.0,2,0,0,3,0,0,5,1,3,0,0,0,8,2,7,22.2
La Liga,2425,Celta Vigo,Ilaix Moriba,GUI,MF,22,2003.0,22.7,8,1,1,31,56,2,6,13,39,1,0,0,104,23,25,47.9
La Liga,2425,Celta Vigo,Iván Villar,ESP,GK,27,1997.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,50.0
La Liga,2425,Celta Vigo,Jailson Siqueira,BRA,"DF,MF",29,1995.0,6.8,2,0,0,4,4,0,1,9,11,0,0,1,32,18,17,51.4
La Liga,2425,Celta Vigo,Javi Rodríguez,ESP,DF,21,2003.0,26.9,7,0,0,36,21,0,4,32,37,0,0,0,82,38,33,53.5
La Liga,2425,Celta Vigo,Javier Manquillo,ESP,DF,31,1994.0,5.7,1,0,0,9,1,0,3,7,5,0,0,0,18,5,8,38.5
La Liga,2425,Celta Vigo,Jonathan Bamba,CIV,"FW,MF",29,1996.0,9.0,1,0,0,7,17,4,25,5,7,0,0,0,52,5,10,33.3
La Liga,2425,Celta Vigo,Joseph Aidoo,GHA,DF,29,1995.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
La Liga,2425,Celta Vigo,Luca de la Torre,USA,MF,27,1998.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
La Liga,2425,Celta Vigo,Marcos Alonso,ESP,DF,34,1990.0,28.4,10,2,1,31,27,2,38,34,20,0,1,0,172,67,41,62.0
La Liga,2425,Celta Vigo,Mihailo Ristić,SRB,"DF,MF",29,1995.0,4.7,1,0,0,7,2,0,13,1,6,0,0,0,16,3,9,25.0
La Liga,2425,Celta Vigo,Pablo Durán,ESP,"FW,MF",23,2001.0,15.3,3,0,0,32,17,7,18,8,9,0,0,0,46,12,31,27.9
La Liga,2425,Celta Vigo,Sergio Carreira,ESP,"MF,DF",24,2000.0,17.4,0,0,0,18,7,2,40,17,16,0,0,0,63,3,14,17.6
La Liga,2425,Celta Vigo,Tadeo Allende,ARG,FW,26,1999.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
La Liga,2425,Celta Vigo,Vicente Guaita,ESP,GK,38,1987.0,33.0,0,0,0,0,5,0,0,0,0,0,0,0,72,10,0,100.0
La Liga,2425,Celta Vigo,Williot Swedberg,SWE,"FW,MF",21,2004.0,14.8,1,0,0,21,31,7,18,3,16,0,0,0,46,8,15,34.8
La Liga,2425,Celta Vigo,Yoel Lago,ESP,DF,21,2004.0,6.5,2,0,0,16,9,0,0,4,8,0,1,0,22,3,6,33.3
La Liga,2425,Celta Vigo,Óscar Mingueza,ESP,"MF,DF",26,1999.0,29.4,6,1,0,24,29,2,130,21,23,1,0,0,133,11,11,50.0
La Liga,2425,Espanyol,Alejo Véliz,ARG,FW,21,2003.0,12.1,3,0,0,18,32,5,0,4,1,0,0,0,20,49,55,47.1
La Liga,2425,Espanyol,Alex Král,CZE,MF,27,1998.0,29.8,1,0,0,30,23,0,38,28,37,0,0,0,126,38,28,57.6
La Liga,2425,Espanyol,Antoniu,ESP,"FW,MF",22,2002.0,11.4,3,0,0,19,23,4,20,8,10,0,0,0,39,6,18,25.0
La Liga,2425,Espanyol,Brian Oliván,ESP,DF,31,1994.0,11.3,2,0,0,13,6,3,55,10,10,0,0,0,28,3,10,23.1
La Liga,2425,Espanyol,Carlos Romero,ESP,DF,23,2001.0,27.4,7,0,0,33,20,1,84,29,43,0,2,0,121,14,24,36.8
La Liga,2425,Espanyol,Edu Expósito,ESP,MF,28,1996.0,11.0,2,0,0,14,22,2,64,14,13,0,0,0,57,11,11,50.0
La Liga,2425,Espanyol,Fernando Calero,ESP,"DF,MF",29,1995.0,6.9,0,0,0,5,7,0,1,15,9,0,0,0,22,10,16,38.5
La Liga,2425,Espanyol,Irvin Cardona,FRA,"FW,MF",27,1997.0,6.7,1,0,0,8,8,5,14,4,5,0,0,0,19,8,11,42.1
La Liga,2425,Espanyol,Javi Puado,ESP,"FW,MF",26,1998.0,32.0,7,0,0,20,25,6,25,5,16,1,0,0,99,9,28,24.3
La Liga,2425,Espanyol,Joan García,ESP,GK,24,2001.0,37.0,2,0,0,0,7,0,0,0,0,0,0,0,34,21,1,95.5
La Liga,2425,Espanyol,Jofre,ESP,"MF,FW",23,2001.0,23.5,5,0,0,27,58,3,53,15,16,0,0,0,104,5,16,23.8
La Liga,2425,Espanyol,José Gragera,ESP,MF,24,2000.0,6.3,0,0,0,18,8,0,0,5,16,0,0,0,18,11,5,68.8
La Liga,2425,Espanyol,Justin Smith,CAN,MF,22,2003.0,2.3,0,0,0,5,2,0,1,4,3,0,0,0,8,3,0,100.0
La Liga,2425,Espanyol,Leandro Cabrera,URU,DF,33,1991.0,30.9,4,1,0,24,8,0,16,30,22,1,1,0,78,76,42,64.4
La Liga,2425,Espanyol,Marash Kumbulla,ALB,DF,25,2000.0,33.0,9,0,0,37,29,0,6,34,26,0,0,1,74,71,44,61.7
La Liga,2425,Espanyol,Naci Ünüvar,NED,"MF,DF",21,2003.0,0.3,0,0,0,0,1,1,2,0,2,0,0,0,3,0,0,0.0
La Liga,2425,Espanyol,Omar El Hilali,MAR,DF,21,2003.0,34.0,11,0,0,52,28,6,51,45,79,0,2,0,131,34,30,53.1
La Liga,2425,Espanyol,Pere Milla,ESP,"MF,FW",32,1992.0,4.6,3,0,0,4,10,2,11,3,2,0,0,0,23,10,8,55.6
La Liga,2425,Espanyol,Pol Lozano,ESP,MF,25,1999.0,21.1,12,0,0,55,14,0,19,21,34,0,0,0,85,9,16,36.0
La Liga,2425,Espanyol,Rafael Bauza,ESP,MF,20,2005.0,2.0,1,0,0,8,0,0,0,0,3,0,0,0,4,3,2,60.0
La Liga,2425,Espanyol,Roberto Férnandez,ESP,FW,22,2002.0,15.8,1,0,0,27,25,9,2,3,4,1,0,0,31,33,47,41.3
La Liga,2425,Espanyol,Roger Hinojo,ESP,DF,20,2005.0,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0
La Liga,2425,Espanyol,Sergi Gómez,ESP,DF,33,1992.0,7.2,1,0,0,6,1,0,1,7,5,0,0,0,15,11,20,35.5
La Liga,2425,Espanyol,Urko González,ESP,MF,24,2001.0,14.4,2,0,0,14,11,1,3,8,25,0,1,0,69,17,14,54.8
La Liga,2425,Espanyol,Walid Cheddira,MAR,FW,27,1998.0,7.1,3,0,0,30,27,11,2,1,0,1,0,0,19,15,25,37.5
La Liga,2425,Espanyol,Álvaro Aguado,ESP,MF,29,1996.0,4.8,3,0,0,5,7,0,12,4,2,0,0,0,35,3,2,60.0
La Liga,2425,Espanyol,Álvaro Tejero,ESP,"MF,DF",28,1996.0,13.8,2,0,0,14,19,1,113,13,4,0,0,0,64,10,12,45.5
La Liga,2425,Getafe,Abdoulaye Keita,ESP,"FW,MF",22,2002.0,1.1,0,0,0,6,0,0,1,0,2,0,0,0,6,3,3,50.0
La Liga,2425,Getafe,Alberto Risco,ESP,"MF,FW",19,2005.0,0.8,0,0,0,1,2,0,4,0,4,0,0,0,5,1,3,25.0
La Liga,2425,Getafe,Alex Sola,ESP,"MF,FW",25,1999.0,11.4,4,0,0,24,26,7,18,7,14,0,0,0,47,18,28,39.1
La Liga,2425,Getafe,Allan Nyom,CMR,"DF,MF",37,1988.0,8.9,4,0,0,18,9,0,15,4,9,0,1,0,30,7,16,30.4
La Liga,2425,Getafe,Bertuğ Yıldırım,TUR,FW,22,2002.0,11.9,7,0,0,32,17,14,7,1,5,1,0,0,22,73,61,54.5
La Liga,2425,Getafe,Borja Mayoral,ESP,FW,28,1997.0,11.5,0,0,0,9,14,12,9,1,4,0,0,0,33,17,40,29.8
La Liga,2425,Getafe,Carles Aleñá,ESP,"MF,FW",27,1998.0,5.0,1,0,0,8,11,2,6,0,3,0,0,0,12,10,9,52.6
La Liga,2425,Getafe,Carles Pérez,ESP,"MF,FW",27,1998.0,15.9,2,0,0,44,11,1,42,6,23,0,0,0,50,13,27,32.5
La Liga,2425,Getafe,Christantus Uche,NGA,"FW,MF",22,2003.0,26.7,8,2,1,52,67,17,22,10,20,0,0,0,104,90,123,42.3
La Liga,2425,Getafe,Coba da Costa,ESP,"MF,FW",22,2002.0,11.1,4,0,0,10,9,0,41,8,13,0,0,0,34,19,19,50.0
La Liga,2425,Getafe,David Argüelles,ESP,MF,23,2002.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
La Liga,2425,Getafe,David Soria,ESP,GK,32,1993.0,37.0,2,0,0,0,2,0,0,1,4,0,0,0,27,6,0,100.0
La Liga,2425,Getafe,Diego Rico,ESP,DF,32,1993.0,30.3,8,1,0,37,55,3,144,33,48,1,0,0,125,26,19,57.8
La Liga,2425,Getafe,Djené,TOG,"DF,MF",33,1991.0,27.3,10,1,0,39,24,1,32,21,13,0,0,0,98,42,30,58.3
La Liga,2425,Getafe,Domingos Duarte,POR,DF,30,1995.0,19.7,4,1,1,23,13,0,0,15,13,0,2,0,59,25,18,58.1
La Liga,2425,Getafe,Gorka Rivera Alonso,ESP,"DF,MF",20,2004.0,0.2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0
La Liga,2425,Getafe,Iglesias,ESP,DF,26,1998.0,31.1,4,0,0,43,41,1,83,48,47,0,0,0,104,34,38,47.2
La Liga,2425,Getafe,Ismael Bekhoucha,MAR,"MF,DF",20,2004.0,0.4,1,0,0,2,2,0,1,2,0,0,0,0,3,1,1,50.0
La Liga,2425,Getafe,Jesús Santiago,ESP,MF,20,2004.0,3.6,5,0,0,14,6,0,2,1,8,0,0,0,20,1,4,20.0
La Liga,2425,Getafe,John Joe,IRL,"MF,FW",21,2003.0,0.5,1,0,0,1,2,0,0,0,0,0,0,0,3,2,2,50.0
La Liga,2425,Getafe,Juan Bernat,ESP,"MF,DF",32,1993.0,7.8,0,0,0,11,6,1,13,2,13,0,0,0,26,11,13,45.8
La Liga,2425,Getafe,Juan Berrocal,ESP,DF,26,1999.0,11.3,7,1,1,16,1,0,0,13,7,0,1,0,34,30,16,65.2
La Liga,2425,Getafe,Juanmi,ESP,"FW,MF",32,1993.0,7.4,2,0,0,18,10,6,0,2,11,0,0,0,23,6,8,42.9
La Liga,2425,Getafe,Luis Milla,ESP,MF,30,1994.0,31.9,6,0,0,38,48,0,201,24,40,0,1,0,168,31,35,47.0
La Liga,2425,Getafe,Mauro Arambarri,URU,MF,29,1995.0,28.9,10,0,0,50,51,3,14,14,26,0,0,0,132,59,54,52.2
La Liga,2425,Getafe,Nabil Aberdin,FRA,MF,22,2002.0,2.9,1,0,0,7,6,0,0,0,4,0,0,0,8,10,3,76.9
La Liga,2425,Getafe,Omar Alderete,PAR,DF,28,1996.0,33.0,8,0,0,33,12,8,6,40,29,1,4,0,115,101,51,66.4
La Liga,2425,Getafe,Peter González,DOM,"MF,FW",22,2002.0,5.3,1,0,0,9,10,2,14,2,6,0,0,0,20,10,13,43.5
La Liga,2425,Getafe,Ramón Terrats,ESP,"MF,FW",24,2000.0,12.9,1,0,0,13,21,3,32,7,10,0,0,0,49,14,10,58.3
La Liga,2425,Getafe,Álvaro Rodríguez,URU,FW,20,2004.0,9.5,6,0,0,30,19,6,5,3,7,0,0,0,31,104,84,55.3
La Liga,2425,Girona,Abel Ruiz,ESP,FW,25,2000.0,14.8,3,0,0,7,13,5,4,5,2,0,0,0,21,8,19,29.6
La Liga,2425,Girona,Alejandro Francés,ESP,DF,22,2002.0,12.3,2,0,0,19,14,1,25,16,24,0,0,0,35,5,13,27.8
La Liga,2425,Girona,Arnau Martinez,ESP,"DF,MF",22,2003.0,28.2,3,0,0,19,37,2,56,29,28,0,1,0,120,29,22,56.9
La Liga,2425,Girona,Arnaut Danjuma,NED,"FW,MF",28,1997.0,14.8,2,0,0,16,16,14,76,2,6,0,1,0,40,1,3,25.0
La Liga,2425,Girona,Arthur Melo,BRA,MF,28,1996.0,9.7,2,0,0,14,24,0,6,7,11,0,0,0,46,0,3,0.0
La Liga,2425,Girona,Bojan Miovski,MKD,FW,25,1999.0,9.7,0,0,0,13,11,8,3,2,5,1,0,0,13,13,22,37.1
La Liga,2425,Girona,Bryan Gil,ESP,"FW,MF",24,2001.0,19.1,4,0,0,22,40,4,78,10,20,0,0,0,78,0,5,0.0
La Liga,2425,Girona,Cristhian Stuani,URU,FW,38,1986.0,11.0,4,0,0,30,6,11,2,5,7,0,0,0,12,21,16,56.8
La Liga,2425,Girona,Daley Blind,NED,DF,35,1990.0,29.9,2,0,0,19,15,1,41,29,25,0,0,0,112,17,24,41.5
La Liga,2425,Girona,David López,ESP,DF,35,1989.0,27.0,4,0,0,12,15,1,3,14,24,0,1,0,95,30,29,50.8
La Liga,2425,Girona,Donny van de Beek,NED,MF,28,1997.0,15.8,5,0,0,22,8,3,11,10,18,0,0,0,48,10,9,52.6
La Liga,2425,Girona,Ferrán Ruiz,ESP,MF,22,2003.0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0
La Liga,2425,Girona,Gabriel Osei Misehouy,NED,"FW,MF",19,2005.0,2.9,0,0,0,1,5,2,6,0,1,0,0,0,11,0,3,0.0
La Liga,2425,Girona,Iker Almena,ESP,"FW,DF",21,2004.0,0.5,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0.0
La Liga,2425,Girona,Iván Martín,ESP,MF,26,1999.0,22.4,1,0,0,21,14,4,21,11,19,0,0,0,109,4,17,19.0
La Liga,2425,Girona,Jhon Solis,COL,MF,20,2004.0,5.9,3,0,0,9,6,0,3,4,7,0,0,0,26,3,5,37.5
La Liga,2425,Girona,Juanpe,ESP,DF,34,1991.0,7.8,2,0,0,4,2,0,1,8,5,0,0,0,22,25,9,73.5
La Liga,2425,Girona,Kim Minsu,KOR,"MF,FW",19,2006.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0
La Liga,2425,Girona,Krapyvtsov Vladyslav,UKR,GK,19,2005.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
